,zip1,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat
78,10023,56.0,54.0,96.0,108.0,104.0,77.0,84.0,64.0,52.0,36.0,386.0,463.0,524.0,455.0,434.0,482.0,479.0,414.0,229.0,138.0,198.0,239.0,201.0,236.0,226.0,233.0,233.0,192.0,179.0,103.0,44.0,46.0,49.0,54.0,44.0,50.0,42.0,37.0,45.0,26.0,777.0,935.0,1000.0,948.0,931.0,1006.0,1001.0,895.0,664.0,369.0,115452641.0,133816751.0,162209398.0,125415006.0,145989547.0,177135103.0,132061627.0,122647831.0,131250343.0,71562625.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
79,10115,10.0,11.0,15.0,9.0,21.0,12.0,33.0,17.0,17.0,12.0,56.0,55.0,74.0,62.0,62.0,49.0,53.0,52.0,21.0,16.0,26.0,21.0,21.0,34.0,24.0,24.0,32.0,19.0,18.0,7.0,3.0,5.0,,5.0,9.0,5.0,12.0,11.0,10.0,6.0,109.0,97.0,93.0,82.0,93.0,91.0,129.0,99.0,64.0,36.0,9232891.0,8802762.0,20446791.0,11442853.0,11329926.0,13798909.0,24317111.0,19872112.0,20390123.0,7701346.0,fair,fair,good,fair,fair,fair,fair,fair,good,fair
80,11378,3.0,4.0,3.0,1.0,7.0,4.0,7.0,6.0,5.0,,61.0,62.0,67.0,78.0,65.0,60.0,81.0,76.0,19.0,17.0,47.0,45.0,68.0,48.0,60.0,40.0,50.0,51.0,16.0,13.0,6.0,15.0,11.0,2.0,12.0,10.0,5.0,3.0,2.0,3.0,104.0,102.0,120.0,113.0,118.0,95.0,135.0,109.0,31.0,18.0,8076913.0,8742261.0,22786298.0,15917438.0,11911954.0,11675013.0,16010285.0,18263373.0,16327279.0,6197144.0,fair,fair,good,fair,fair,fair,fair,fair,fair,fair
81,10451,14.0,19.0,17.0,14.0,18.0,22.0,37.0,17.0,12.0,6.0,129.0,117.0,113.0,114.0,122.0,116.0,161.0,123.0,60.0,28.0,83.0,60.0,53.0,50.0,40.0,59.0,64.0,60.0,43.0,22.0,4.0,14.0,7.0,4.0,4.0,5.0,12.0,6.0,4.0,7.0,186.0,160.0,168.0,181.0,186.0,181.0,251.0,189.0,102.0,62.0,54421690.0,72506334.0,26889733.0,23791768.0,20692874.0,22458616.0,56457279.0,49138657.0,33575259.0,14538205.0,excellent,excellent,good,good,fair,fair,good,good,good,good
82,11219,5.0,14.0,12.0,13.0,11.0,12.0,12.0,9.0,7.0,1.0,154.0,165.0,177.0,168.0,208.0,204.0,236.0,187.0,108.0,44.0,114.0,123.0,125.0,157.0,145.0,129.0,142.0,106.0,89.0,36.0,21.0,21.0,14.0,28.0,52.0,39.0,43.0,24.0,6.0,1.0,262.0,253.0,267.0,280.0,289.0,301.0,323.0,257.0,149.0,63.0,27155813.0,26725118.0,34426342.0,32117763.0,39759367.0,60879162.0,55096211.0,41125697.0,21762919.0,10869144.0,good,good,good,good,good,good,good,good,good,good
83,11692,,,1.0,8.0,8.0,4.0,3.0,23.0,5.0,3.0,54.0,32.0,68.0,70.0,50.0,55.0,151.0,131.0,34.0,36.0,65.0,89.0,55.0,92.0,62.0,96.0,78.0,85.0,25.0,33.0,5.0,17.0,,4.0,6.0,4.0,19.0,10.0,1.0,1.0,103.0,40.0,74.0,87.0,64.0,83.0,191.0,180.0,41.0,34.0,61708425.0,6178689.0,11286217.0,17705616.0,16811801.0,26254802.0,70966866.0,56497769.0,47622008.0,2599601.0,excellent,fair,fair,fair,fair,good,excellent,excellent,excellent,fair
84,11377,4.0,8.0,4.0,7.0,7.0,13.0,14.0,6.0,13.0,4.0,87.0,85.0,78.0,86.0,88.0,88.0,104.0,76.0,32.0,17.0,58.0,48.0,53.0,64.0,61.0,64.0,48.0,43.0,24.0,13.0,6.0,21.0,9.0,15.0,5.0,11.0,6.0,9.0,3.0,1.0,139.0,137.0,113.0,130.0,163.0,138.0,181.0,134.0,78.0,40.0,10049809.0,9619624.0,9494589.0,11329470.0,17830145.0,76386050.0,20482234.0,14241548.0,11947990.0,4453105.0,fair,fair,fair,fair,fair,excellent,fair,fair,fair,fair
85,10271,99.0,86.0,133.0,127.0,175.0,166.0,196.0,190.0,172.0,123.0,132.0,149.0,184.0,208.0,136.0,147.0,163.0,171.0,158.0,67.0,49.0,45.0,57.0,48.0,51.0,46.0,45.0,68.0,72.0,26.0,26.0,24.0,24.0,35.0,44.0,33.0,32.0,43.0,26.0,16.0,288.0,312.0,352.0,406.0,372.0,389.0,431.0,426.0,339.0,203.0,52753761.0,71493128.0,128830084.0,125713536.0,98493887.0,90155179.0,143870666.0,697368672.0,162152653.0,101097056.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
86,11201,34.0,46.0,65.0,84.0,143.0,101.0,120.0,137.0,125.0,71.0,273.0,314.0,365.0,413.0,474.0,462.0,492.0,377.0,209.0,84.0,119.0,121.0,145.0,168.0,202.0,167.0,185.0,184.0,142.0,49.0,26.0,20.0,35.0,50.0,47.0,51.0,42.0,40.0,31.0,15.0,498.0,558.0,595.0,649.0,756.0,793.0,781.0,689.0,470.0,220.0,79515808.0,131178086.0,138478852.0,108762384.0,173784679.0,221819468.0,198429755.0,255745405.0,478710976.0,114377686.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
87,11220,13.0,13.0,21.0,24.0,26.0,35.0,59.0,53.0,48.0,13.0,245.0,226.0,209.0,244.0,265.0,314.0,305.0,260.0,157.0,69.0,146.0,157.0,149.0,184.0,152.0,196.0,194.0,173.0,132.0,46.0,4.0,2.0,8.0,12.0,14.0,7.0,19.0,15.0,8.0,2.0,383.0,418.0,374.0,410.0,482.0,554.0,610.0,484.0,310.0,131.0,34403690.0,39622369.0,60091891.0,45300933.0,75413700.0,99301616.0,107769112.0,123384628.0,73397530.0,45536323.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
88,10022,145.0,168.0,122.0,154.0,124.0,153.0,161.0,130.0,160.0,79.0,243.0,223.0,247.0,259.0,214.0,280.0,272.0,250.0,173.0,95.0,100.0,96.0,110.0,123.0,105.0,125.0,118.0,113.0,94.0,50.0,38.0,49.0,51.0,66.0,43.0,58.0,56.0,48.0,43.0,17.0,568.0,586.0,559.0,679.0,592.0,644.0,653.0,627.0,529.0,279.0,93445888.0,85199557.0,75341727.0,122234197.0,69628931.0,117731200.0,281587287.0,116133029.0,126798729.0,146306543.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
89,11694,,1.0,1.0,2.0,3.0,6.0,,6.0,1.0,,29.0,34.0,40.0,36.0,39.0,54.0,51.0,51.0,30.0,8.0,18.0,30.0,24.0,41.0,43.0,46.0,30.0,33.0,17.0,8.0,11.0,4.0,2.0,21.0,15.0,6.0,7.0,8.0,1.0,2.0,53.0,62.0,50.0,93.0,70.0,69.0,61.0,57.0,32.0,10.0,8944740.0,3886459.0,7778881.0,10695153.0,6989376.0,17651752.0,4732875.0,7241430.0,6429396.0,1277907.0,fair,poor,fair,fair,poor,fair,poor,poor,fair,poor
90,11209,6.0,8.0,10.0,9.0,8.0,9.0,16.0,9.0,1.0,2.0,127.0,146.0,136.0,100.0,105.0,124.0,114.0,92.0,38.0,13.0,83.0,72.0,70.0,48.0,56.0,54.0,72.0,71.0,26.0,7.0,10.0,16.0,3.0,13.0,5.0,7.0,10.0,4.0,3.0,3.0,226.0,223.0,227.0,194.0,190.0,220.0,229.0,181.0,72.0,24.0,17833563.0,16349879.0,20750322.0,16760591.0,16781349.0,17626432.0,20418183.0,19626782.0,26815230.0,2700103.0,good,good,good,fair,fair,fair,fair,fair,good,fair
91,11423,4.0,,,1.0,1.0,2.0,2.0,2.0,,,47.0,27.0,27.0,25.0,30.0,54.0,59.0,45.0,13.0,6.0,30.0,21.0,14.0,24.0,29.0,29.0,24.0,14.0,11.0,2.0,7.0,2.0,5.0,6.0,3.0,6.0,3.0,2.0,1.0,2.0,78.0,52.0,62.0,46.0,50.0,62.0,83.0,50.0,25.0,9.0,8767565.0,4769957.0,3858371.0,4678569.0,36568728.0,32931645.0,6594152.0,5757702.0,3423969.0,501695.0,fair,poor,poor,poor,good,good,poor,poor,poor,poor
92,11206,7.0,8.0,5.0,15.0,8.0,23.0,7.0,6.0,8.0,5.0,127.0,128.0,155.0,166.0,298.0,390.0,283.0,228.0,102.0,54.0,59.0,78.0,78.0,92.0,104.0,146.0,115.0,118.0,43.0,31.0,5.0,8.0,11.0,12.0,29.0,38.0,17.0,20.0,9.0,4.0,166.0,167.0,218.0,225.0,374.0,477.0,330.0,288.0,108.0,66.0,25319006.0,30025639.0,40793826.0,28396606.0,37774157.0,51885815.0,53684084.0,51759774.0,32353499.0,25725018.0,good,good,excellent,good,good,good,good,good,good,good
93,10002,27.0,28.0,39.0,49.0,47.0,52.0,61.0,46.0,31.0,16.0,359.0,384.0,422.0,424.0,425.0,556.0,488.0,403.0,235.0,88.0,181.0,185.0,228.0,228.0,245.0,260.0,229.0,220.0,199.0,85.0,26.0,24.0,27.0,37.0,19.0,59.0,46.0,34.0,20.0,11.0,669.0,711.0,789.0,871.0,825.0,993.0,941.0,813.0,555.0,274.0,68898010.0,71485834.0,88406245.0,74994108.0,67658514.0,92031816.0,82409120.0,97362111.0,82395141.0,58564171.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
94,11581,,,,,1.0,1.0,,,,,4.0,1.0,3.0,2.0,4.0,10.0,54.0,30.0,8.0,1.0,6.0,4.0,9.0,4.0,4.0,5.0,6.0,5.0,3.0,,2.0,,,,,,1.0,,,,3.0,6.0,11.0,4.0,4.0,14.0,50.0,24.0,7.0,1.0,742001.0,395947.0,704530.0,791766.0,4027990.0,3015839.0,2960462.0,2113196.0,227732.0,87324.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
95,11203,5.0,8.0,4.0,5.0,6.0,5.0,5.0,4.0,1.0,1.0,70.0,53.0,75.0,49.0,75.0,88.0,101.0,72.0,23.0,12.0,34.0,30.0,40.0,31.0,32.0,35.0,43.0,21.0,15.0,7.0,3.0,17.0,1.0,3.0,6.0,4.0,4.0,5.0,,,89.0,90.0,76.0,69.0,118.0,141.0,139.0,92.0,33.0,21.0,7046691.0,9514950.0,8765094.0,11063788.0,40550560.0,13097099.0,18493970.0,13701160.0,6505116.0,814100.0,fair,fair,fair,fair,good,fair,fair,fair,fair,poor
96,11222,9.0,6.0,9.0,26.0,12.0,13.0,25.0,11.0,10.0,7.0,177.0,157.0,163.0,195.0,237.0,272.0,274.0,253.0,100.0,46.0,108.0,83.0,81.0,107.0,121.0,129.0,142.0,131.0,81.0,36.0,10.0,7.0,9.0,25.0,32.0,47.0,27.0,24.0,11.0,3.0,254.0,266.0,258.0,336.0,353.0,357.0,395.0,334.0,181.0,91.0,47579817.0,102666312.0,41430920.0,37229390.0,34195438.0,37840123.0,60530868.0,40937643.0,31320638.0,16751134.0,excellent,excellent,excellent,good,good,good,good,good,good,good
97,10154,51.0,60.0,65.0,72.0,81.0,68.0,73.0,89.0,66.0,38.0,82.0,104.0,92.0,124.0,102.0,89.0,99.0,86.0,43.0,31.0,25.0,47.0,33.0,67.0,52.0,45.0,46.0,35.0,20.0,13.0,16.0,24.0,22.0,24.0,10.0,16.0,12.0,16.0,8.0,8.0,182.0,231.0,214.0,267.0,253.0,225.0,244.0,211.0,129.0,100.0,52187010.0,54959771.0,29515899.0,53028960.0,53635799.0,44268392.0,58499291.0,35500355.0,34825847.0,34279511.0,excellent,excellent,good,excellent,excellent,good,good,good,good,excellent
98,11373,26.0,24.0,29.0,20.0,32.0,41.0,35.0,19.0,22.0,7.0,163.0,160.0,145.0,142.0,149.0,171.0,183.0,155.0,105.0,34.0,131.0,108.0,124.0,108.0,93.0,97.0,115.0,85.0,83.0,21.0,13.0,19.0,18.0,12.0,20.0,28.0,54.0,20.0,8.0,1.0,293.0,286.0,263.0,260.0,269.0,354.0,384.0,284.0,173.0,60.0,25976843.0,20930736.0,25830564.0,26215969.0,26837057.0,39010864.0,52171012.0,36846015.0,28785807.0,11094757.0,good,good,good,good,good,good,good,good,good,good
99,10311,5.0,2.0,3.0,3.0,1.0,8.0,3.0,4.0,1.0,2.0,22.0,21.0,28.0,27.0,45.0,99.0,110.0,36.0,14.0,9.0,18.0,22.0,21.0,43.0,35.0,39.0,21.0,9.0,9.0,4.0,3.0,,4.0,11.0,6.0,11.0,9.0,3.0,1.0,,24.0,13.0,28.0,23.0,34.0,61.0,68.0,30.0,12.0,11.0,2032071.0,3365501.0,13422628.0,7751439.0,2774656.0,13126786.0,26682004.0,4451283.0,10450800.0,2702773.0,poor,poor,fair,poor,poor,fair,good,poor,fair,fair
100,11005,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,9.0,10.0,5.0,8.0,9.0,23.0,35.0,13.0,3.0,,5.0,7.0,3.0,10.0,16.0,21.0,22.0,16.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,12.0,10.0,2.0,,,12.0,14.0,17.0,14.0,14.0,24.0,37.0,11.0,7.0,1.0,983200.0,2975184.0,961160.0,1115567.0,5557301.0,3731415.0,2406313.0,2197989.0,402800.0,422855.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
101,11433,7.0,9.0,7.0,12.0,8.0,7.0,11.0,11.0,4.0,2.0,108.0,82.0,125.0,99.0,87.0,153.0,164.0,148.0,53.0,29.0,56.0,44.0,67.0,65.0,45.0,63.0,72.0,80.0,21.0,20.0,5.0,12.0,15.0,9.0,9.0,15.0,13.0,7.0,3.0,2.0,153.0,141.0,178.0,156.0,175.0,209.0,212.0,183.0,68.0,28.0,16121581.0,12667042.0,20788869.0,25045184.0,15596364.0,27471983.0,14536821.0,28605134.0,17007243.0,16936753.0,fair,fair,good,good,fair,good,fair,good,fair,good
102,10454,1.0,3.0,2.0,2.0,3.0,3.0,4.0,7.0,7.0,,88.0,88.0,104.0,91.0,116.0,73.0,109.0,78.0,26.0,25.0,32.0,32.0,52.0,41.0,38.0,28.0,41.0,38.0,27.0,23.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,120.0,106.0,142.0,119.0,159.0,117.0,143.0,109.0,49.0,45.0,7107642.0,23949082.0,30447715.0,9497386.0,27378169.0,23236207.0,8778142.0,27030197.0,20946253.0,46525413.0,fair,good,good,fair,good,fair,poor,good,good,excellent
103,10065,71.0,65.0,71.0,73.0,71.0,74.0,58.0,50.0,70.0,42.0,264.0,318.0,357.0,391.0,404.0,329.0,349.0,289.0,125.0,69.0,135.0,135.0,160.0,181.0,191.0,156.0,182.0,120.0,73.0,36.0,44.0,53.0,56.0,49.0,54.0,33.0,22.0,32.0,18.0,9.0,535.0,588.0,672.0,730.0,712.0,707.0,646.0,539.0,395.0,187.0,117289549.0,85361389.0,86565368.0,181618130.0,106079226.0,119721208.0,111228991.0,110548173.0,104562189.0,44797177.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
104,11372,9.0,7.0,6.0,6.0,12.0,26.0,8.0,17.0,3.0,3.0,196.0,177.0,190.0,159.0,172.0,186.0,191.0,142.0,62.0,17.0,93.0,70.0,105.0,81.0,114.0,105.0,76.0,81.0,62.0,12.0,8.0,3.0,7.0,9.0,18.0,11.0,29.0,4.0,6.0,3.0,314.0,273.0,299.0,269.0,315.0,338.0,321.0,247.0,138.0,61.0,23273742.0,23946928.0,21240560.0,17751242.0,25914088.0,37397976.0,23035382.0,27476246.0,23373887.0,5714697.0,good,good,good,fair,good,good,fair,good,good,fair
105,10035,8.0,8.0,11.0,10.0,20.0,16.0,23.0,12.0,13.0,6.0,138.0,126.0,117.0,140.0,126.0,196.0,141.0,162.0,48.0,26.0,72.0,62.0,42.0,71.0,48.0,63.0,66.0,93.0,34.0,14.0,1.0,3.0,5.0,5.0,5.0,3.0,7.0,12.0,3.0,1.0,191.0,164.0,149.0,157.0,161.0,276.0,197.0,246.0,96.0,37.0,32399972.0,18289977.0,35997833.0,18048067.0,24972197.0,45356327.0,29067370.0,41946152.0,19216025.0,7752888.0,good,good,good,fair,good,good,good,good,fair,fair
106,11223,13.0,6.0,8.0,15.0,9.0,18.0,19.0,11.0,11.0,7.0,163.0,165.0,169.0,129.0,164.0,193.0,146.0,139.0,57.0,16.0,110.0,118.0,120.0,124.0,100.0,131.0,117.0,108.0,39.0,21.0,26.0,37.0,30.0,28.0,33.0,38.0,35.0,32.0,6.0,4.0,299.0,313.0,275.0,247.0,294.0,339.0,284.0,245.0,111.0,47.0,30212134.0,65635062.0,33165928.0,39472881.0,39296918.0,35771748.0,38240845.0,43862003.0,18636977.0,6956394.0,good,excellent,good,good,good,good,good,good,fair,fair
107,10456,2.0,2.0,4.0,21.0,9.0,6.0,12.0,7.0,5.0,3.0,127.0,137.0,164.0,170.0,201.0,231.0,147.0,167.0,62.0,12.0,48.0,81.0,80.0,64.0,68.0,89.0,95.0,71.0,33.0,26.0,13.0,11.0,6.0,,7.0,5.0,7.0,4.0,4.0,3.0,186.0,212.0,214.0,233.0,233.0,306.0,211.0,225.0,88.0,52.0,19241426.0,24544799.0,37998422.0,32662442.0,32185920.0,28733741.0,39105830.0,42887889.0,15970269.0,11137332.0,good,good,good,good,good,good,good,good,fair,good
108,10199,45.0,63.0,57.0,66.0,90.0,75.0,103.0,89.0,192.0,96.0,254.0,291.0,274.0,272.0,292.0,384.0,398.0,427.0,322.0,196.0,107.0,97.0,102.0,118.0,108.0,131.0,152.0,108.0,145.0,84.0,19.0,36.0,23.0,27.0,24.0,30.0,20.0,41.0,31.0,25.0,369.0,409.0,375.0,385.0,464.0,501.0,528.0,588.0,629.0,319.0,308258592.0,82172471.0,48664493.0,60363765.0,137989618.0,176084119.0,131777871.0,152360650.0,400868676.0,233167814.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
109,11430,,,,,,1.0,1.0,,,,10.0,6.0,3.0,7.0,13.0,12.0,48.0,30.0,13.0,2.0,14.0,10.0,2.0,7.0,10.0,20.0,16.0,10.0,5.0,,5.0,1.0,2.0,2.0,4.0,6.0,9.0,1.0,1.0,,14.0,19.0,7.0,23.0,9.0,24.0,43.0,31.0,9.0,3.0,909616.0,1498396.0,1865384.0,1000097.0,1534053.0,2155929.0,5735401.0,3548744.0,4568571.0,54739.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
110,11105,6.0,6.0,7.0,5.0,6.0,11.0,11.0,6.0,7.0,1.0,67.0,75.0,85.0,60.0,76.0,71.0,122.0,116.0,16.0,28.0,52.0,45.0,69.0,42.0,49.0,59.0,60.0,56.0,26.0,17.0,4.0,5.0,8.0,3.0,5.0,9.0,10.0,6.0,3.0,,126.0,136.0,151.0,109.0,121.0,163.0,191.0,171.0,56.0,37.0,21938228.0,12872234.0,24154551.0,27246424.0,12428266.0,16972712.0,23424535.0,21539957.0,11542208.0,6939485.0,good,fair,good,good,fair,fair,fair,fair,fair,fair
111,11358,7.0,1.0,4.0,3.0,7.0,12.0,6.0,9.0,2.0,1.0,101.0,86.0,84.0,70.0,94.0,119.0,103.0,97.0,36.0,17.0,83.0,71.0,79.0,57.0,95.0,77.0,89.0,78.0,40.0,11.0,17.0,19.0,15.0,9.0,30.0,24.0,27.0,23.0,3.0,,165.0,140.0,147.0,124.0,163.0,191.0,194.0,184.0,74.0,28.0,7796012.0,11461382.0,8915589.0,10027284.0,14954107.0,16072578.0,15761282.0,15563984.0,11182324.0,2110081.0,fair,fair,fair,fair,fair,fair,fair,fair,fair,poor
112,10705,,,1.0,6.0,2.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,,2.0,,,,,,1.0,4.0,,1.0,2.0,,,,,,,2.0,,,,,,,8.0,4.0,4.0,3.0,,1.0,3.0,2.0,,1.0,1306200.0,955716.0,157548.0,1459422.0,47000.0,927000.0,126800.0,106000.0,,1285003.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
113,10028,44.0,58.0,71.0,110.0,74.0,58.0,70.0,76.0,55.0,18.0,392.0,465.0,474.0,513.0,470.0,462.0,527.0,393.0,220.0,123.0,177.0,195.0,211.0,263.0,225.0,200.0,218.0,187.0,172.0,86.0,37.0,42.0,49.0,51.0,53.0,44.0,39.0,52.0,39.0,20.0,738.0,892.0,936.0,974.0,962.0,982.0,1054.0,796.0,618.0,329.0,86445692.0,117293127.0,143652703.0,168132345.0,154928297.0,167862302.0,222150000.0,141142449.0,119696040.0,66314182.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
114,11210,5.0,6.0,8.0,10.0,8.0,17.0,16.0,24.0,11.0,5.0,134.0,116.0,142.0,130.0,129.0,181.0,193.0,189.0,52.0,21.0,76.0,66.0,76.0,89.0,72.0,92.0,104.0,78.0,45.0,16.0,11.0,11.0,11.0,18.0,27.0,30.0,24.0,20.0,4.0,4.0,217.0,195.0,187.0,193.0,190.0,266.0,318.0,258.0,123.0,53.0,23576596.0,23423168.0,25249750.0,84480167.0,42953630.0,29351055.0,39796001.0,29930723.0,34572705.0,6972085.0,good,good,good,excellent,good,good,good,good,good,fair
115,11415,4.0,4.0,,4.0,12.0,3.0,10.0,8.0,5.0,4.0,64.0,52.0,51.0,55.0,74.0,83.0,116.0,56.0,28.0,5.0,27.0,21.0,13.0,29.0,29.0,27.0,27.0,28.0,27.0,18.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,1.0,101.0,92.0,83.0,89.0,110.0,103.0,117.0,75.0,68.0,31.0,7087109.0,7363142.0,7336942.0,8763484.0,13938111.0,16177254.0,50231334.0,13152047.0,15195683.0,8266431.0,fair,fair,fair,poor,fair,fair,good,fair,fair,fair
116,11361,4.0,5.0,7.0,10.0,2.0,6.0,11.0,4.0,7.0,4.0,74.0,69.0,83.0,99.0,71.0,95.0,108.0,82.0,34.0,11.0,65.0,48.0,60.0,86.0,59.0,67.0,89.0,67.0,43.0,10.0,5.0,8.0,11.0,9.0,11.0,25.0,20.0,13.0,,3.0,120.0,109.0,130.0,152.0,118.0,150.0,172.0,125.0,57.0,34.0,7242134.0,9182645.0,10618668.0,12232896.0,10942163.0,20032845.0,17081203.0,22962147.0,7524913.0,3756606.0,fair,fair,fair,fair,fair,fair,fair,good,fair,fair
117,11516,,,,,,1.0,,,,,1.0,1.0,,2.0,,2.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,4.0,,2.0,,,1.0,,1.0,,,2.0,,,,,2.0,1.0,,5.0,3.0,3.0,3.0,3.0,,2.0,117000.0,0.0,100.0,142500.0,133898.0,2423568.0,0.0,125003.0,,35050.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
