,zip1,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat
118,11228,4.0,3.0,3.0,4.0,7.0,6.0,6.0,3.0,2.0,1.0,48.0,51.0,54.0,83.0,61.0,83.0,72.0,40.0,18.0,6.0,53.0,43.0,62.0,85.0,50.0,89.0,74.0,44.0,15.0,9.0,5.0,15.0,4.0,7.0,5.0,10.0,10.0,4.0,,,136.0,109.0,111.0,160.0,125.0,193.0,198.0,146.0,47.0,21.0,9197679.0,12474643.0,14073914.0,26041497.0,20972491.0,20104657.0,25310963.0,20608387.0,8808462.0,960695.0,fair,fair,fair,good,fair,fair,fair,fair,fair,poor
119,10031,2.0,5.0,5.0,3.0,6.0,10.0,7.0,5.0,1.0,,70.0,64.0,89.0,96.0,120.0,107.0,125.0,95.0,46.0,14.0,37.0,45.0,64.0,57.0,83.0,76.0,71.0,51.0,40.0,18.0,7.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,113.0,123.0,175.0,177.0,224.0,217.0,273.0,188.0,128.0,56.0,8738850.0,11300721.0,11189056.0,14049429.0,21225243.0,34422093.0,20689239.0,21367072.0,18240575.0,10890239.0,fair,fair,fair,fair,fair,good,fair,fair,fair,good
120,10004,,,,,,,2.0,,2.0,1.0,3.0,,2.0,12.0,,,1.0,3.0,3.0,2.0,3.0,,1.0,,,1.0,,,,,,1.0,7.0,2.0,,1.0,,,,,3.0,,2.0,,,2.0,5.0,1.0,2.0,1.0,274000.0,5000.0,2141494.0,5209124.0,,489583.0,240600.0,50000.0,1428220.0,255500.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
121,11217,17.0,25.0,34.0,31.0,31.0,46.0,38.0,42.0,30.0,16.0,257.0,322.0,350.0,398.0,332.0,431.0,457.0,366.0,131.0,87.0,120.0,140.0,172.0,182.0,167.0,163.0,198.0,164.0,75.0,58.0,11.0,16.0,22.0,26.0,37.0,46.0,18.0,26.0,15.0,9.0,400.0,471.0,509.0,591.0,534.0,650.0,662.0,555.0,247.0,164.0,34953030.0,81608615.0,45228593.0,73155135.0,60923157.0,96204009.0,95508925.0,95045392.0,43980486.0,43713781.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,good,excellent
122,11413,,1.0,3.0,2.0,2.0,3.0,4.0,3.0,,,40.0,20.0,26.0,46.0,39.0,58.0,180.0,109.0,32.0,10.0,32.0,38.0,41.0,65.0,43.0,28.0,43.0,33.0,14.0,6.0,7.0,3.0,11.0,6.0,2.0,7.0,10.0,2.0,,1.0,52.0,48.0,53.0,81.0,56.0,59.0,187.0,93.0,39.0,12.0,5079260.0,4555819.0,6664805.0,9685956.0,12017187.0,7743286.0,29987711.0,19020464.0,4565590.0,8650126.0,poor,poor,fair,fair,fair,poor,good,fair,poor,good
123,10112,33.0,26.0,22.0,64.0,57.0,43.0,48.0,47.0,43.0,26.0,67.0,55.0,42.0,57.0,44.0,39.0,52.0,44.0,35.0,18.0,30.0,28.0,17.0,21.0,31.0,25.0,23.0,16.0,9.0,7.0,8.0,5.0,1.0,2.0,1.0,6.0,3.0,6.0,3.0,8.0,119.0,109.0,81.0,148.0,124.0,104.0,100.0,109.0,93.0,57.0,26445678.0,14499648.0,10215706.0,31669822.0,13284431.0,21294935.0,101450435.0,49980296.0,64540290.0,71928189.0,good,fair,fair,good,fair,fair,excellent,good,excellent,excellent
124,11432,6.0,5.0,11.0,5.0,4.0,8.0,10.0,3.0,2.0,3.0,74.0,46.0,52.0,45.0,55.0,60.0,104.0,81.0,32.0,18.0,55.0,53.0,34.0,39.0,43.0,49.0,50.0,28.0,13.0,14.0,12.0,4.0,7.0,7.0,11.0,10.0,10.0,4.0,,,99.0,87.0,97.0,82.0,103.0,93.0,128.0,110.0,40.0,28.0,16391206.0,15380231.0,9982052.0,10769383.0,24170008.0,20830884.0,23228419.0,13533813.0,3993072.0,5319299.0,good,fair,fair,fair,good,fair,fair,fair,poor,fair
125,10044,21.0,23.0,36.0,39.0,37.0,32.0,48.0,38.0,41.0,18.0,149.0,148.0,170.0,173.0,143.0,182.0,203.0,152.0,79.0,45.0,84.0,66.0,72.0,91.0,83.0,72.0,89.0,84.0,66.0,30.0,19.0,12.0,8.0,15.0,16.0,18.0,20.0,11.0,9.0,10.0,318.0,318.0,314.0,362.0,311.0,398.0,389.0,354.0,264.0,126.0,53510984.0,48590067.0,56725695.0,40899730.0,31476065.0,69822443.0,81760014.0,73682771.0,68026802.0,32303286.0,excellent,excellent,excellent,good,good,excellent,excellent,excellent,excellent,excellent
126,10069,12.0,13.0,22.0,17.0,28.0,35.0,26.0,17.0,29.0,4.0,61.0,50.0,78.0,68.0,88.0,74.0,86.0,61.0,49.0,16.0,46.0,40.0,47.0,43.0,47.0,39.0,50.0,47.0,38.0,13.0,7.0,7.0,11.0,5.0,2.0,6.0,8.0,8.0,9.0,1.0,146.0,161.0,159.0,155.0,203.0,177.0,174.0,173.0,129.0,49.0,28727701.0,21706123.0,20715099.0,25061289.0,34023196.0,40115097.0,55631562.0,28200713.0,25257816.0,36103299.0,good,good,good,good,good,good,good,good,good,excellent
127,10027,5.0,18.0,19.0,23.0,29.0,47.0,53.0,66.0,42.0,26.0,176.0,177.0,202.0,187.0,180.0,177.0,185.0,159.0,99.0,65.0,56.0,72.0,73.0,97.0,75.0,99.0,87.0,95.0,64.0,42.0,50.0,26.0,9.0,11.0,14.0,17.0,20.0,13.0,9.0,12.0,246.0,260.0,301.0,276.0,293.0,391.0,405.0,304.0,217.0,122.0,24680719.0,51552359.0,58957469.0,53996185.0,55217468.0,73795768.0,56523218.0,134798280.0,168233251.0,38593532.0,good,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,excellent
128,10471,3.0,4.0,6.0,5.0,3.0,6.0,11.0,13.0,1.0,2.0,31.0,50.0,39.0,45.0,38.0,77.0,55.0,44.0,23.0,13.0,23.0,20.0,20.0,24.0,32.0,44.0,33.0,18.0,18.0,8.0,,3.0,5.0,2.0,2.0,3.0,9.0,2.0,2.0,,63.0,70.0,58.0,57.0,61.0,89.0,90.0,64.0,31.0,20.0,4836350.0,15081039.0,7535205.0,26161439.0,6865710.0,8250433.0,16199855.0,25223994.0,12349111.0,5393446.0,poor,fair,fair,good,poor,poor,fair,good,fair,fair
129,10453,2.0,8.0,10.0,11.0,12.0,16.0,17.0,11.0,8.0,2.0,94.0,101.0,122.0,142.0,139.0,148.0,133.0,117.0,37.0,16.0,29.0,56.0,52.0,70.0,59.0,90.0,68.0,44.0,33.0,16.0,4.0,1.0,3.0,5.0,5.0,12.0,5.0,4.0,,1.0,124.0,171.0,170.0,177.0,184.0,213.0,186.0,154.0,88.0,34.0,17403807.0,35883016.0,25242527.0,45474551.0,25957459.0,34148718.0,30984895.0,21317150.0,36556108.0,10929781.0,good,good,good,excellent,good,good,good,fair,good,good
130,11233,3.0,2.0,3.0,2.0,5.0,9.0,6.0,5.0,1.0,4.0,126.0,97.0,118.0,133.0,236.0,280.0,222.0,175.0,51.0,19.0,53.0,68.0,78.0,83.0,129.0,130.0,137.0,99.0,53.0,20.0,3.0,2.0,5.0,12.0,18.0,26.0,20.0,17.0,3.0,6.0,154.0,159.0,192.0,205.0,353.0,404.0,337.0,229.0,65.0,37.0,9779071.0,24331457.0,21391044.0,39743827.0,67323211.0,51126264.0,61144974.0,45258266.0,18355875.0,8617795.0,fair,good,good,good,excellent,good,good,good,fair,good
131,10301,7.0,3.0,6.0,9.0,11.0,14.0,6.0,6.0,7.0,19.0,70.0,94.0,69.0,71.0,93.0,98.0,147.0,97.0,32.0,17.0,26.0,53.0,39.0,32.0,42.0,48.0,65.0,44.0,18.0,12.0,6.0,3.0,9.0,8.0,12.0,9.0,10.0,4.0,7.0,2.0,91.0,103.0,75.0,92.0,123.0,118.0,164.0,110.0,56.0,45.0,12566843.0,16030705.0,17676785.0,18087386.0,18149216.0,25524476.0,25908730.0,17430656.0,14831425.0,12488678.0,fair,fair,fair,fair,fair,good,good,fair,fair,good
132,11212,3.0,,2.0,6.0,2.0,2.0,8.0,3.0,1.0,3.0,92.0,89.0,80.0,61.0,67.0,196.0,140.0,99.0,22.0,11.0,40.0,52.0,46.0,30.0,32.0,121.0,39.0,43.0,13.0,9.0,4.0,4.0,,4.0,6.0,9.0,2.0,3.0,1.0,,113.0,122.0,90.0,88.0,84.0,160.0,190.0,126.0,69.0,14.0,23130280.0,13171460.0,10652988.0,17814921.0,14021885.0,12109559.0,27477083.0,22714225.0,24939064.0,9182452.0,good,fair,fair,fair,fair,fair,good,fair,good,good
133,11417,,,2.0,,2.0,5.0,2.0,2.0,5.0,1.0,19.0,40.0,32.0,16.0,35.0,55.0,72.0,41.0,18.0,7.0,20.0,20.0,18.0,8.0,26.0,20.0,21.0,25.0,13.0,7.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,43.0,66.0,45.0,31.0,53.0,78.0,67.0,54.0,31.0,13.0,2201250.0,3418568.0,19124423.0,1831388.0,4770032.0,5530581.0,6443933.0,11728074.0,4822036.0,12918899.0,poor,poor,good,poor,poor,poor,poor,poor,poor,good
134,11375,11.0,12.0,7.0,5.0,8.0,14.0,8.0,14.0,7.0,5.0,94.0,127.0,130.0,120.0,127.0,106.0,139.0,118.0,60.0,29.0,54.0,69.0,66.0,64.0,62.0,67.0,59.0,59.0,35.0,30.0,9.0,6.0,6.0,5.0,13.0,7.0,13.0,6.0,2.0,,195.0,205.0,227.0,212.0,216.0,205.0,223.0,199.0,127.0,77.0,18877673.0,25732965.0,23124576.0,14528533.0,28024457.0,24488355.0,24006810.0,22603465.0,21907482.0,11134042.0,good,good,good,fair,good,fair,fair,fair,good,good
135,11354,12.0,11.0,13.0,5.0,10.0,8.0,17.0,46.0,80.0,23.0,125.0,119.0,145.0,172.0,106.0,163.0,169.0,161.0,100.0,43.0,91.0,82.0,83.0,98.0,93.0,80.0,85.0,67.0,48.0,17.0,12.0,18.0,21.0,20.0,26.0,45.0,17.0,28.0,12.0,5.0,251.0,222.0,222.0,263.0,187.0,240.0,266.0,276.0,205.0,79.0,17441365.0,13224997.0,15941926.0,18366875.0,25446492.0,19651337.0,26522783.0,32185237.0,15310583.0,15336887.0,good,fair,fair,good,good,fair,good,good,fair,good
136,11411,3.0,2.0,6.0,2.0,3.0,1.0,4.0,,1.0,1.0,21.0,19.0,19.0,21.0,17.0,41.0,161.0,61.0,11.0,2.0,20.0,15.0,23.0,20.0,11.0,15.0,14.0,20.0,12.0,1.0,3.0,2.0,,2.0,1.0,1.0,2.0,2.0,,,25.0,20.0,33.0,33.0,28.0,38.0,150.0,51.0,14.0,5.0,1986440.0,1661041.0,5321054.0,3565171.0,28111518.0,5346446.0,24898900.0,4224212.0,8556403.0,491190.0,poor,poor,poor,poor,good,poor,fair,poor,fair,poor
137,11365,1.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,44.0,30.0,40.0,56.0,60.0,56.0,77.0,58.0,18.0,17.0,46.0,53.0,38.0,39.0,52.0,39.0,54.0,26.0,10.0,3.0,4.0,3.0,10.0,5.0,9.0,16.0,19.0,8.0,2.0,1.0,66.0,69.0,60.0,74.0,74.0,76.0,103.0,84.0,36.0,20.0,10202429.0,6543093.0,6228094.0,6239303.0,31905553.0,9057476.0,48624818.0,15811173.0,4892890.0,5592921.0,fair,fair,poor,poor,good,poor,good,fair,poor,fair
138,10037,4.0,14.0,8.0,10.0,9.0,13.0,11.0,13.0,8.0,9.0,129.0,93.0,148.0,116.0,114.0,164.0,139.0,112.0,45.0,33.0,55.0,45.0,76.0,52.0,47.0,62.0,64.0,56.0,30.0,15.0,5.0,5.0,8.0,4.0,2.0,4.0,7.0,8.0,6.0,1.0,195.0,124.0,178.0,163.0,166.0,266.0,194.0,175.0,88.0,57.0,18488002.0,16191772.0,21749079.0,34894006.0,20968425.0,39110578.0,26727937.0,33469234.0,22031730.0,15342321.0,good,good,good,good,fair,good,good,good,good,good
139,10024,4.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,7.0,9.0,16.0,9.0,7.0,2.0,5.0,16.0,2.0,2.0,8.0,2.0,4.0,6.0,6.0,2.0,3.0,3.0,1.0,2.0,,1.0,1.0,2.0,3.0,,,1.0,3.0,1.0,19.0,21.0,20.0,17.0,17.0,8.0,13.0,41.0,16.0,4.0,917664.0,1288575.0,1070350.0,1331400.0,1395500.0,875831.0,2032175.0,4755690.0,2663335.0,621000.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
140,10026,15.0,9.0,19.0,24.0,23.0,28.0,30.0,14.0,19.0,12.0,195.0,172.0,207.0,194.0,253.0,284.0,250.0,227.0,77.0,32.0,60.0,81.0,66.0,108.0,78.0,101.0,98.0,85.0,71.0,21.0,1.0,3.0,10.0,13.0,10.0,8.0,9.0,13.0,3.0,4.0,270.0,255.0,307.0,334.0,472.0,521.0,457.0,376.0,192.0,92.0,28007650.0,20707520.0,80916255.0,53268769.0,81617286.0,106657141.0,78496357.0,46447432.0,34310667.0,29234840.0,good,good,excellent,excellent,excellent,excellent,excellent,good,good,excellent
141,11374,13.0,16.0,22.0,18.0,14.0,24.0,25.0,21.0,30.0,4.0,82.0,98.0,100.0,75.0,78.0,97.0,110.0,83.0,17.0,7.0,47.0,47.0,50.0,57.0,57.0,60.0,52.0,43.0,17.0,7.0,13.0,8.0,5.0,11.0,9.0,19.0,14.0,4.0,3.0,,149.0,161.0,174.0,131.0,128.0,168.0,177.0,162.0,59.0,25.0,16366283.0,16824201.0,23040792.0,13716605.0,19991581.0,19912299.0,22770630.0,22239506.0,20623098.0,6595189.0,good,good,good,fair,fair,fair,fair,fair,good,fair
142,11434,2.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,39.0,41.0,48.0,43.0,49.0,57.0,180.0,104.0,28.0,15.0,32.0,43.0,37.0,35.0,25.0,38.0,55.0,29.0,12.0,9.0,7.0,6.0,1.0,2.0,1.0,4.0,3.0,9.0,1.0,1.0,61.0,73.0,77.0,52.0,58.0,96.0,180.0,104.0,38.0,18.0,2813402.0,14611635.0,6902552.0,21714918.0,8983081.0,16677373.0,16393509.0,13550202.0,14853370.0,3199818.0,poor,fair,fair,good,poor,fair,fair,fair,fair,fair
143,10025,17.0,11.0,20.0,26.0,32.0,31.0,33.0,23.0,24.0,16.0,146.0,193.0,203.0,181.0,212.0,225.0,208.0,164.0,73.0,38.0,71.0,93.0,100.0,105.0,119.0,93.0,96.0,53.0,65.0,27.0,8.0,7.0,11.0,8.0,16.0,18.0,14.0,10.0,12.0,4.0,323.0,390.0,387.0,386.0,449.0,509.0,462.0,396.0,261.0,148.0,37754790.0,53000596.0,34615003.0,28867849.0,44217121.0,46927659.0,54714361.0,36927222.0,52831746.0,28323856.0,excellent,excellent,good,good,good,good,good,good,excellent,good
144,11360,5.0,1.0,4.0,3.0,2.0,5.0,6.0,5.0,3.0,,25.0,28.0,21.0,37.0,28.0,46.0,57.0,26.0,9.0,5.0,27.0,27.0,27.0,25.0,40.0,28.0,38.0,25.0,9.0,6.0,3.0,3.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,1.0,54.0,56.0,48.0,71.0,71.0,57.0,81.0,54.0,26.0,12.0,4818809.0,6144841.0,5465194.0,14490130.0,7066690.0,8957059.0,9498954.0,7098015.0,2488285.0,3525267.0,poor,poor,poor,fair,poor,poor,poor,poor,poor,fair
145,11211,13.0,13.0,24.0,21.0,36.0,26.0,35.0,39.0,15.0,5.0,337.0,334.0,375.0,490.0,509.0,556.0,563.0,548.0,179.0,72.0,182.0,178.0,205.0,253.0,218.0,244.0,243.0,210.0,127.0,49.0,18.0,18.0,31.0,41.0,59.0,76.0,55.0,66.0,16.0,6.0,470.0,491.0,505.0,627.0,654.0,711.0,740.0,685.0,298.0,125.0,34335723.0,55716413.0,72399252.0,86481914.0,88856207.0,80751704.0,101444448.0,93178362.0,88052188.0,25325129.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,good
146,11234,1.0,1.0,,2.0,1.0,,3.0,1.0,1.0,1.0,30.0,20.0,19.0,13.0,21.0,29.0,56.0,43.0,12.0,7.0,19.0,16.0,25.0,19.0,15.0,12.0,28.0,21.0,3.0,2.0,1.0,3.0,1.0,3.0,,3.0,3.0,5.0,,1.0,35.0,24.0,25.0,38.0,30.0,36.0,59.0,44.0,16.0,8.0,5742316.0,5358635.0,4257725.0,8155738.0,6498316.0,5039973.0,7066359.0,6693197.0,8341637.0,377690.0,poor,poor,poor,poor,poor,poor,poor,poor,fair,poor
147,11421,2.0,,,1.0,5.0,8.0,2.0,4.0,2.0,2.0,35.0,33.0,39.0,24.0,43.0,51.0,49.0,62.0,20.0,2.0,22.0,24.0,19.0,20.0,30.0,27.0,43.0,41.0,15.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,6.0,3.0,,1.0,66.0,69.0,72.0,54.0,79.0,105.0,96.0,106.0,42.0,13.0,8123392.0,7050837.0,7866706.0,4114320.0,4542008.0,5638283.0,6087762.0,14853706.0,31391692.0,914974.0,fair,fair,fair,poor,poor,poor,poor,fair,good,poor
148,10029,25.0,29.0,37.0,41.0,41.0,41.0,54.0,50.0,51.0,17.0,218.0,218.0,236.0,246.0,254.0,339.0,229.0,204.0,81.0,38.0,85.0,88.0,100.0,116.0,107.0,117.0,77.0,101.0,66.0,34.0,3.0,14.0,13.0,14.0,14.0,18.0,17.0,11.0,9.0,5.0,368.0,351.0,363.0,397.0,431.0,547.0,374.0,376.0,220.0,101.0,147659698.0,53247856.0,72213641.0,75631741.0,85611431.0,95474555.0,66187446.0,73200758.0,91434178.0,29567120.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
149,11104,4.0,6.0,1.0,8.0,2.0,9.0,12.0,6.0,3.0,2.0,73.0,67.0,81.0,98.0,82.0,93.0,79.0,69.0,25.0,13.0,36.0,21.0,35.0,45.0,46.0,48.0,43.0,51.0,22.0,11.0,3.0,3.0,5.0,6.0,4.0,12.0,7.0,3.0,,2.0,121.0,117.0,127.0,139.0,126.0,134.0,130.0,119.0,61.0,32.0,8093959.0,4785350.0,6432389.0,10241452.0,12764447.0,7405859.0,12870554.0,50091522.0,8170009.0,4367042.0,fair,poor,fair,fair,fair,poor,fair,good,fair,fair
150,10007,22.0,27.0,37.0,71.0,47.0,65.0,63.0,56.0,59.0,42.0,110.0,115.0,115.0,148.0,145.0,131.0,140.0,128.0,95.0,46.0,57.0,64.0,51.0,75.0,76.0,44.0,55.0,57.0,53.0,28.0,22.0,8.0,12.0,17.0,16.0,10.0,16.0,14.0,9.0,6.0,201.0,192.0,206.0,280.0,281.0,255.0,285.0,248.0,232.0,119.0,38750849.0,42922692.0,44137182.0,68823796.0,95107615.0,54629403.0,81552157.0,52350744.0,88372145.0,48697379.0,excellent,excellent,excellent,excellent,excellent,good,excellent,excellent,excellent,excellent
151,11416,5.0,,5.0,3.0,2.0,5.0,10.0,1.0,3.0,,38.0,26.0,35.0,42.0,48.0,47.0,68.0,55.0,15.0,12.0,28.0,25.0,29.0,37.0,38.0,37.0,29.0,27.0,10.0,6.0,10.0,3.0,6.0,6.0,7.0,6.0,5.0,5.0,1.0,1.0,74.0,61.0,79.0,83.0,79.0,89.0,112.0,91.0,37.0,18.0,3855651.0,3078852.0,3899604.0,18277308.0,6639769.0,6948664.0,7929827.0,4742295.0,6675647.0,5120397.0,poor,poor,poor,good,poor,poor,poor,poor,fair,fair
152,10302,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,,1.0,21.0,17.0,10.0,19.0,29.0,46.0,36.0,17.0,7.0,2.0,15.0,8.0,15.0,5.0,6.0,15.0,19.0,16.0,2.0,1.0,2.0,,4.0,5.0,2.0,10.0,1.0,4.0,,1.0,34.0,23.0,16.0,36.0,24.0,38.0,27.0,20.0,9.0,7.0,2791263.0,5412026.0,2425908.0,2650842.0,1934473.0,3747428.0,8574968.0,4161515.0,496321.0,2266520.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,fair
153,11412,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,36.0,21.0,16.0,18.0,31.0,58.0,130.0,77.0,22.0,13.0,26.0,23.0,19.0,24.0,24.0,45.0,41.0,36.0,8.0,2.0,6.0,2.0,5.0,2.0,3.0,7.0,2.0,3.0,4.0,,55.0,37.0,43.0,48.0,52.0,83.0,170.0,99.0,27.0,16.0,7251459.0,2521010.0,2914162.0,12074279.0,5256489.0,10452463.0,8005072.0,8847798.0,3171650.0,2625499.0,fair,poor,poor,fair,poor,fair,poor,poor,poor,fair
154,11363,2.0,,1.0,4.0,,6.0,,1.0,1.0,,24.0,17.0,25.0,38.0,37.0,24.0,27.0,29.0,9.0,7.0,28.0,26.0,16.0,38.0,37.0,21.0,13.0,24.0,8.0,2.0,6.0,1.0,2.0,2.0,2.0,8.0,4.0,3.0,2.0,,50.0,37.0,39.0,55.0,74.0,62.0,45.0,50.0,21.0,14.0,3062604.0,4278828.0,3867948.0,9410887.0,4915386.0,5758076.0,4337960.0,4884945.0,1975970.0,603478.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
155,11359,,,2.0,2.0,,,3.0,,2.0,,9.0,12.0,12.0,6.0,6.0,6.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,4.0,9.0,9.0,9.0,4.0,7.0,,4.0,3.0,,5.0,4.0,3.0,1.0,,,,8.0,18.0,17.0,14.0,8.0,13.0,6.0,5.0,4.0,,30098900.0,3979544.0,3865800.0,3235885.0,1831520.0,667287.0,1029541.0,604112.0,740290.0,71000.0,good,poor,poor,poor,poor,poor,poor,poor,poor,poor
156,10312,4.0,4.0,5.0,7.0,7.0,5.0,8.0,6.0,4.0,1.0,69.0,58.0,43.0,143.0,310.0,251.0,263.0,137.0,39.0,12.0,54.0,39.0,60.0,63.0,65.0,74.0,56.0,44.0,20.0,4.0,11.0,13.0,24.0,20.0,34.0,25.0,34.0,13.0,2.0,2.0,64.0,48.0,58.0,154.0,280.0,214.0,215.0,117.0,41.0,21.0,7994928.0,20000576.0,5972496.0,18232106.0,21552684.0,28801479.0,20715330.0,15049294.0,5625260.0,2008900.0,fair,good,poor,fair,fair,good,fair,fair,poor,poor
157,10466,2.0,,1.0,1.0,3.0,5.0,1.0,6.0,2.0,1.0,44.0,28.0,44.0,55.0,23.0,34.0,95.0,55.0,16.0,16.0,33.0,22.0,31.0,24.0,20.0,21.0,48.0,37.0,14.0,3.0,6.0,6.0,8.0,5.0,2.0,4.0,6.0,2.0,,7.0,108.0,35.0,66.0,73.0,56.0,51.0,111.0,82.0,30.0,13.0,11485340.0,2513143.0,10321819.0,8879364.0,3438160.0,3772803.0,15193225.0,12074496.0,11598420.0,706052.0,fair,poor,fair,poor,poor,poor,fair,fair,fair,poor
158,11235,13.0,12.0,11.0,13.0,11.0,11.0,19.0,13.0,7.0,2.0,140.0,127.0,114.0,155.0,160.0,183.0,179.0,141.0,58.0,17.0,92.0,96.0,74.0,107.0,129.0,135.0,123.0,101.0,79.0,21.0,10.0,23.0,23.0,24.0,36.0,44.0,32.0,24.0,8.0,1.0,219.0,212.0,208.0,249.0,254.0,304.0,296.0,231.0,127.0,53.0,40787077.0,13844542.0,55668547.0,35540545.0,36556491.0,48067431.0,35607825.0,22080416.0,22303417.0,29317704.0,excellent,fair,excellent,good,good,good,good,fair,good,excellent
