,zip1,2010_modify_cnt,2011_modify_cnt,2012_modify_cnt,2013_modify_cnt,2014_modify_cnt,2015_modify_cnt,2016_modify_cnt,2017_modify_cnt,2018_modify_cnt,2019_modify_cnt,2010_install_cnt,2011_install_cnt,2012_install_cnt,2013_install_cnt,2014_install_cnt,2015_install_cnt,2016_install_cnt,2017_install_cnt,2018_install_cnt,2019_install_cnt,2010_new_cnt,2011_new_cnt,2012_new_cnt,2013_new_cnt,2014_new_cnt,2015_new_cnt,2016_new_cnt,2017_new_cnt,2018_new_cnt,2019_new_cnt,2010_demolition_cnt,2011_demolition_cnt,2012_demolition_cnt,2013_demolition_cnt,2014_demolition_cnt,2015_demolition_cnt,2016_demolition_cnt,2017_demolition_cnt,2018_demolition_cnt,2019_demolition_cnt,2010_no_change_cnt,2011_no_change_cnt,2012_no_change_cnt,2013_no_change_cnt,2014_no_change_cnt,2015_no_change_cnt,2016_no_change_cnt,2017_no_change_cnt,2018_no_change_cnt,2019_no_change_cnt,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2010_cat,2011_cat,2012_cat,2013_cat,2014_cat,2015_cat,2016_cat,2017_cat,2018_cat,2019_cat
159,10013,96.0,92.0,90.0,93.0,102.0,111.0,120.0,96.0,100.0,79.0,201.0,233.0,267.0,252.0,238.0,270.0,306.0,281.0,184.0,88.0,88.0,108.0,121.0,112.0,119.0,100.0,113.0,92.0,83.0,42.0,23.0,37.0,36.0,46.0,38.0,42.0,39.0,33.0,34.0,15.0,386.0,412.0,429.0,458.0,440.0,507.0,557.0,447.0,334.0,207.0,67184574.0,99511564.0,94058092.0,130149772.0,125966595.0,180775157.0,189668623.0,261804833.0,206933221.0,116136371.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
160,10308,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,,40.0,26.0,30.0,104.0,123.0,116.0,118.0,80.0,20.0,9.0,54.0,34.0,34.0,36.0,17.0,30.0,50.0,31.0,15.0,7.0,4.0,9.0,19.0,22.0,60.0,17.0,14.0,13.0,3.0,,32.0,27.0,35.0,83.0,98.0,109.0,90.0,70.0,25.0,12.0,2968974.0,3129831.0,3849924.0,7798576.0,8241059.0,8300455.0,10858031.0,9995805.0,4014475.0,1483053.0,poor,poor,poor,poor,poor,poor,poor,poor,poor,poor
161,10019,46.0,86.0,96.0,90.0,86.0,65.0,101.0,96.0,100.0,41.0,209.0,261.0,235.0,302.0,280.0,315.0,258.0,235.0,140.0,81.0,91.0,88.0,110.0,113.0,107.0,120.0,106.0,96.0,86.0,40.0,26.0,19.0,15.0,21.0,30.0,8.0,28.0,21.0,21.0,8.0,402.0,466.0,469.0,526.0,482.0,554.0,539.0,437.0,365.0,178.0,74471091.0,122999976.0,98253072.0,90249992.0,97869171.0,86452677.0,152153967.0,99897950.0,148950867.0,52906482.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
162,11225,2.0,2.0,4.0,9.0,5.0,10.0,7.0,9.0,3.0,5.0,74.0,59.0,59.0,59.0,116.0,140.0,184.0,106.0,35.0,20.0,27.0,29.0,42.0,48.0,63.0,73.0,81.0,56.0,28.0,17.0,5.0,4.0,2.0,4.0,7.0,27.0,21.0,12.0,2.0,,91.0,88.0,95.0,104.0,176.0,194.0,261.0,187.0,85.0,49.0,9380789.0,17032933.0,23018270.0,17176722.0,25814357.0,16590090.0,22076369.0,28717488.0,16275897.0,8544154.0,fair,good,good,fair,good,fair,fair,good,fair,good
163,10162,38.0,56.0,46.0,44.0,41.0,58.0,57.0,55.0,51.0,15.0,220.0,227.0,253.0,292.0,247.0,292.0,302.0,221.0,96.0,66.0,96.0,97.0,125.0,155.0,129.0,134.0,110.0,142.0,83.0,50.0,13.0,31.0,35.0,25.0,18.0,31.0,35.0,30.0,32.0,17.0,443.0,502.0,478.0,584.0,535.0,637.0,615.0,557.0,365.0,212.0,68538708.0,73335349.0,89533549.0,91676294.0,70833227.0,108830435.0,101618549.0,89640179.0,59625609.0,41822539.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
164,10020,183.0,209.0,194.0,219.0,248.0,257.0,226.0,210.0,211.0,133.0,196.0,212.0,235.0,230.0,209.0,246.0,242.0,232.0,175.0,99.0,59.0,68.0,85.0,95.0,83.0,97.0,87.0,83.0,85.0,55.0,57.0,52.0,49.0,59.0,75.0,73.0,55.0,58.0,43.0,34.0,475.0,493.0,502.0,508.0,520.0,542.0,533.0,525.0,450.0,277.0,84250907.0,171983922.0,165385587.0,145794833.0,222244858.0,194743251.0,220689702.0,249885598.0,278798871.0,317495765.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
165,10032,34.0,56.0,44.0,82.0,72.0,76.0,73.0,66.0,44.0,23.0,163.0,167.0,188.0,221.0,245.0,234.0,200.0,189.0,73.0,32.0,66.0,84.0,78.0,104.0,118.0,129.0,101.0,107.0,68.0,27.0,6.0,1.0,13.0,8.0,6.0,6.0,3.0,10.0,4.0,1.0,317.0,321.0,290.0,362.0,431.0,464.0,403.0,396.0,272.0,122.0,47282064.0,41782338.0,44248075.0,49493155.0,71891135.0,75868900.0,70362406.0,72329325.0,70632781.0,33202530.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
166,10111,108.0,188.0,194.0,154.0,166.0,209.0,207.0,232.0,185.0,114.0,114.0,166.0,145.0,162.0,173.0,154.0,176.0,174.0,118.0,51.0,32.0,63.0,47.0,32.0,48.0,59.0,65.0,66.0,46.0,28.0,34.0,45.0,26.0,36.0,27.0,51.0,46.0,28.0,39.0,18.0,297.0,464.0,426.0,386.0,423.0,413.0,445.0,439.0,353.0,175.0,46510632.0,99185423.0,119276757.0,112420227.0,144843829.0,192576276.0,134225432.0,123493239.0,145856019.0,68066731.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
167,11103,5.0,7.0,4.0,16.0,9.0,13.0,19.0,6.0,7.0,4.0,156.0,134.0,138.0,131.0,117.0,167.0,135.0,112.0,55.0,21.0,82.0,87.0,78.0,84.0,80.0,76.0,80.0,56.0,42.0,19.0,8.0,6.0,11.0,9.0,16.0,17.0,25.0,11.0,5.0,,218.0,243.0,231.0,211.0,224.0,290.0,248.0,176.0,97.0,51.0,11182823.0,16213751.0,27535843.0,22934993.0,29254485.0,17182061.0,21459217.0,23952649.0,11611737.0,5670125.0,fair,good,good,good,good,fair,fair,good,fair,fair
168,11356,3.0,1.0,4.0,4.0,2.0,4.0,5.0,9.0,1.0,2.0,74.0,64.0,54.0,46.0,70.0,57.0,81.0,68.0,33.0,14.0,75.0,61.0,49.0,40.0,48.0,30.0,58.0,53.0,16.0,10.0,13.0,7.0,11.0,5.0,10.0,6.0,13.0,6.0,4.0,1.0,122.0,87.0,91.0,60.0,93.0,79.0,122.0,114.0,26.0,14.0,61985498.0,17065274.0,5964943.0,5115141.0,13826290.0,9519859.0,23503076.0,21652823.0,3993719.0,7378035.0,excellent,good,poor,poor,fair,poor,fair,fair,poor,fair
169,10018,83.0,108.0,96.0,130.0,121.0,124.0,113.0,147.0,107.0,63.0,356.0,329.0,352.0,369.0,358.0,316.0,365.0,267.0,143.0,72.0,211.0,141.0,169.0,137.0,158.0,128.0,149.0,118.0,85.0,61.0,17.0,16.0,24.0,25.0,21.0,24.0,29.0,40.0,14.0,10.0,618.0,632.0,606.0,658.0,674.0,638.0,649.0,588.0,368.0,238.0,79083914.0,72427958.0,210349294.0,97646760.0,94822934.0,126869172.0,110195667.0,151607330.0,91236138.0,57337854.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
170,11101,18.0,19.0,18.0,27.0,26.0,42.0,50.0,59.0,37.0,17.0,82.0,89.0,91.0,116.0,132.0,185.0,181.0,153.0,109.0,55.0,38.0,50.0,50.0,55.0,60.0,95.0,94.0,64.0,56.0,21.0,1.0,13.0,7.0,19.0,22.0,18.0,17.0,19.0,13.0,4.0,113.0,121.0,116.0,169.0,181.0,240.0,249.0,213.0,135.0,76.0,165698789.0,25434047.0,66478721.0,37392591.0,18030055.0,72366943.0,32763753.0,47459040.0,34184398.0,51611015.0,excellent,good,excellent,good,fair,excellent,good,good,good,excellent
171,11436,,4.0,4.0,3.0,2.0,9.0,6.0,5.0,2.0,,35.0,17.0,21.0,32.0,24.0,46.0,106.0,87.0,31.0,16.0,38.0,29.0,33.0,27.0,38.0,33.0,41.0,34.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,3.0,8.0,7.0,,,58.0,52.0,67.0,60.0,44.0,83.0,112.0,96.0,33.0,17.0,5615343.0,3750326.0,4393402.0,12918387.0,11307369.0,6396848.0,8982194.0,13499915.0,3277406.0,1376846.0,poor,poor,poor,fair,fair,poor,poor,fair,poor,poor
172,11693,,,,,,,,1.0,,,4.0,6.0,4.0,8.0,3.0,9.0,30.0,49.0,13.0,7.0,5.0,7.0,,5.0,4.0,16.0,30.0,52.0,5.0,2.0,,,1.0,1.0,13.0,5.0,19.0,9.0,,,7.0,10.0,9.0,17.0,12.0,17.0,30.0,54.0,17.0,11.0,730610.0,533926.0,445839.0,873851.0,691258.0,1982962.0,3422362.0,13036398.0,1171582.0,1507468.0,poor,poor,poor,poor,poor,poor,poor,fair,poor,poor
173,10119,94.0,158.0,115.0,128.0,143.0,121.0,110.0,158.0,131.0,87.0,154.0,230.0,248.0,198.0,194.0,207.0,215.0,174.0,119.0,72.0,82.0,75.0,81.0,56.0,81.0,90.0,103.0,81.0,73.0,47.0,14.0,22.0,31.0,27.0,33.0,49.0,61.0,66.0,38.0,10.0,362.0,508.0,465.0,454.0,457.0,460.0,503.0,508.0,399.0,224.0,584899526.0,40435376.0,40236923.0,57996944.0,53059716.0,67883954.0,94554467.0,72814728.0,75714632.0,79766046.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
174,10467,2.0,4.0,6.0,4.0,8.0,7.0,12.0,8.0,4.0,3.0,124.0,120.0,151.0,136.0,135.0,171.0,142.0,117.0,32.0,23.0,63.0,65.0,89.0,77.0,56.0,97.0,77.0,61.0,21.0,18.0,14.0,17.0,4.0,21.0,13.0,7.0,10.0,5.0,1.0,2.0,181.0,192.0,203.0,202.0,210.0,255.0,210.0,179.0,54.0,35.0,22339549.0,54406599.0,23953912.0,25387036.0,20274642.0,25758094.0,62793523.0,17180826.0,10862141.0,46059698.0,good,excellent,good,good,fair,good,good,fair,fair,excellent
175,10034,4.0,5.0,4.0,5.0,10.0,17.0,19.0,11.0,8.0,2.0,181.0,162.0,160.0,185.0,175.0,217.0,209.0,220.0,87.0,41.0,69.0,73.0,63.0,90.0,91.0,123.0,151.0,137.0,95.0,39.0,1.0,4.0,5.0,4.0,7.0,7.0,11.0,,1.0,1.0,287.0,269.0,254.0,329.0,308.0,341.0,390.0,387.0,223.0,116.0,20582084.0,21367179.0,24812274.0,35713307.0,28770538.0,39060426.0,43339486.0,33499223.0,27811362.0,15846867.0,good,good,good,good,good,good,good,good,good,good
176,10469,7.0,11.0,5.0,9.0,5.0,16.0,11.0,15.0,5.0,,64.0,71.0,98.0,60.0,76.0,100.0,110.0,77.0,22.0,16.0,42.0,44.0,48.0,49.0,58.0,59.0,63.0,39.0,14.0,8.0,1.0,5.0,13.0,9.0,10.0,11.0,12.0,2.0,2.0,,109.0,115.0,151.0,129.0,111.0,155.0,167.0,113.0,44.0,18.0,14294305.0,37210524.0,18073938.0,51318858.0,14651597.0,11765982.0,12363598.0,11501940.0,7213743.0,3283084.0,fair,good,good,excellent,fair,fair,fair,poor,fair,fair
177,10314,7.0,22.0,20.0,35.0,26.0,22.0,28.0,22.0,37.0,10.0,52.0,66.0,60.0,89.0,124.0,152.0,201.0,154.0,66.0,16.0,40.0,57.0,45.0,64.0,58.0,45.0,68.0,54.0,26.0,13.0,4.0,11.0,10.0,12.0,14.0,18.0,11.0,8.0,1.0,2.0,68.0,90.0,97.0,146.0,164.0,157.0,227.0,176.0,120.0,33.0,8232746.0,23877079.0,16616653.0,20806358.0,13602417.0,25981330.0,38453108.0,106347410.0,21926499.0,16533108.0,fair,good,fair,good,fair,good,good,excellent,good,good
178,10005,57.0,124.0,109.0,188.0,150.0,140.0,115.0,121.0,142.0,70.0,73.0,137.0,111.0,208.0,151.0,128.0,155.0,116.0,116.0,78.0,34.0,49.0,42.0,51.0,45.0,46.0,59.0,48.0,47.0,27.0,17.0,22.0,25.0,23.0,26.0,13.0,22.0,14.0,18.0,11.0,158.0,295.0,283.0,464.0,354.0,318.0,290.0,256.0,245.0,151.0,40280690.0,75479383.0,57498405.0,250219551.0,140027951.0,193391274.0,71988760.0,64291390.0,104922420.0,89217501.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
179,10030,4.0,6.0,6.0,8.0,10.0,17.0,16.0,14.0,13.0,6.0,194.0,167.0,159.0,186.0,167.0,208.0,187.0,155.0,64.0,17.0,80.0,84.0,93.0,90.0,79.0,94.0,85.0,84.0,41.0,15.0,9.0,3.0,4.0,6.0,16.0,7.0,6.0,11.0,7.0,1.0,282.0,235.0,226.0,276.0,255.0,324.0,325.0,238.0,143.0,68.0,32493489.0,29473641.0,29868610.0,40596713.0,39164453.0,37457948.0,46199110.0,28637183.0,71885649.0,27222656.0,good,good,good,good,good,good,good,good,excellent,good
180,10307,2.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,1.0,2.0,30.0,28.0,31.0,113.0,120.0,111.0,100.0,67.0,27.0,9.0,36.0,30.0,28.0,28.0,29.0,43.0,36.0,30.0,17.0,9.0,12.0,8.0,7.0,8.0,16.0,24.0,13.0,14.0,1.0,2.0,29.0,30.0,28.0,118.0,122.0,92.0,87.0,57.0,24.0,11.0,4926246.0,2895762.0,2093848.0,14219396.0,11574073.0,8789379.0,8720047.0,15078552.0,4481081.0,2322630.0,poor,poor,poor,fair,fair,poor,poor,fair,poor,fair
181,11419,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,,53.0,37.0,37.0,29.0,59.0,41.0,66.0,59.0,23.0,6.0,34.0,35.0,38.0,28.0,36.0,25.0,22.0,28.0,15.0,9.0,2.0,6.0,5.0,2.0,4.0,5.0,7.0,1.0,7.0,,75.0,84.0,84.0,72.0,101.0,74.0,111.0,72.0,35.0,15.0,7691041.0,7369813.0,5200873.0,7079980.0,4769863.0,5528908.0,5206714.0,4889643.0,3949935.0,797157.0,fair,fair,poor,poor,poor,poor,poor,poor,poor,poor
182,11369,2.0,,1.0,3.0,2.0,2.0,3.0,2.0,,,70.0,47.0,72.0,75.0,48.0,65.0,74.0,91.0,20.0,10.0,44.0,40.0,58.0,50.0,36.0,40.0,58.0,44.0,25.0,6.0,1.0,9.0,10.0,3.0,11.0,14.0,18.0,6.0,1.0,,116.0,72.0,101.0,99.0,87.0,108.0,120.0,126.0,43.0,14.0,10515235.0,5203474.0,16407254.0,12274149.0,4505549.0,52474214.0,19970780.0,12577357.0,4969209.0,1506590.0,fair,poor,fair,fair,poor,good,fair,fair,poor,poor
183,10017,101.0,197.0,248.0,225.0,212.0,188.0,227.0,256.0,201.0,113.0,268.0,338.0,383.0,359.0,360.0,317.0,328.0,327.0,172.0,105.0,97.0,126.0,133.0,139.0,143.0,137.0,117.0,135.0,118.0,56.0,36.0,36.0,42.0,58.0,48.0,59.0,53.0,48.0,47.0,17.0,529.0,684.0,799.0,806.0,774.0,698.0,737.0,780.0,546.0,287.0,84875311.0,150382218.0,161132441.0,153844582.0,158620863.0,172887532.0,239010798.0,243358642.0,135041387.0,81144052.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
184,11370,2.0,6.0,8.0,4.0,1.0,4.0,2.0,7.0,2.0,2.0,31.0,27.0,26.0,30.0,28.0,18.0,15.0,19.0,9.0,5.0,13.0,23.0,23.0,16.0,12.0,28.0,11.0,19.0,7.0,5.0,,1.0,1.0,2.0,,2.0,,3.0,2.0,,38.0,44.0,42.0,35.0,36.0,25.0,24.0,31.0,10.0,8.0,89678611.0,15927534.0,20139793.0,9336436.0,23810154.0,10351583.0,11738002.0,30346060.0,3473098.0,6998560.0,excellent,fair,good,poor,good,poor,fair,good,poor,fair
185,10282,30.0,48.0,26.0,46.0,59.0,92.0,69.0,67.0,68.0,34.0,47.0,79.0,27.0,45.0,65.0,48.0,63.0,22.0,29.0,12.0,39.0,67.0,22.0,22.0,39.0,53.0,33.0,18.0,15.0,12.0,12.0,1.0,5.0,2.0,8.0,13.0,4.0,9.0,8.0,6.0,90.0,151.0,65.0,87.0,118.0,104.0,140.0,88.0,94.0,36.0,24122183.0,44605588.0,17709576.0,30205975.0,200849244.0,110006001.0,75560414.0,41060331.0,44631033.0,38291931.0,good,excellent,good,good,excellent,excellent,excellent,good,good,excellent
186,10461,17.0,22.0,18.0,17.0,18.0,14.0,10.0,9.0,9.0,7.0,64.0,46.0,61.0,70.0,70.0,66.0,90.0,50.0,31.0,8.0,40.0,42.0,62.0,54.0,52.0,41.0,52.0,29.0,24.0,6.0,3.0,5.0,5.0,7.0,4.0,9.0,6.0,4.0,1.0,,110.0,117.0,105.0,106.0,109.0,93.0,127.0,85.0,58.0,21.0,19977296.0,16743854.0,11023279.0,22502832.0,17607795.0,21945401.0,14290537.0,9566792.0,21220749.0,8733929.0,good,good,fair,good,fair,fair,fair,poor,good,good
187,10474,4.0,7.0,4.0,4.0,3.0,6.0,8.0,10.0,3.0,1.0,47.0,65.0,70.0,65.0,62.0,66.0,73.0,55.0,19.0,12.0,28.0,45.0,35.0,40.0,28.0,50.0,33.0,32.0,15.0,6.0,2.0,3.0,,1.0,5.0,,5.0,4.0,,1.0,72.0,102.0,88.0,93.0,92.0,96.0,110.0,90.0,32.0,18.0,5418564.0,12190718.0,14912919.0,20464450.0,12128879.0,15416510.0,19398016.0,15104838.0,10428375.0,3332250.0,poor,fair,fair,good,fair,fair,fair,fair,fair,fair
188,10306,5.0,6.0,2.0,8.0,6.0,12.0,9.0,14.0,4.0,2.0,63.0,58.0,60.0,122.0,131.0,190.0,209.0,138.0,48.0,21.0,64.0,64.0,58.0,52.0,44.0,77.0,93.0,94.0,20.0,6.0,14.0,19.0,61.0,42.0,42.0,30.0,31.0,31.0,3.0,1.0,73.0,57.0,55.0,126.0,125.0,169.0,175.0,129.0,46.0,27.0,8490178.0,9007812.0,11586626.0,12178871.0,19335395.0,21301203.0,20669583.0,20395659.0,7771641.0,1940958.0,fair,fair,fair,fair,fair,fair,fair,fair,fair,poor
189,11426,1.0,,1.0,1.0,,2.0,2.0,,,,32.0,26.0,30.0,27.0,28.0,38.0,111.0,44.0,18.0,10.0,32.0,44.0,35.0,33.0,32.0,33.0,32.0,27.0,5.0,8.0,4.0,5.0,6.0,4.0,3.0,1.0,5.0,,2.0,1.0,51.0,48.0,49.0,47.0,43.0,51.0,112.0,46.0,28.0,13.0,4248013.0,3990052.0,6187564.0,4123225.0,12127312.0,10627054.0,10446915.0,4764469.0,2480275.0,1137142.0,poor,poor,poor,poor,fair,fair,poor,poor,poor,poor
190,10016,45.0,51.0,62.0,57.0,61.0,63.0,79.0,61.0,61.0,26.0,118.0,126.0,137.0,164.0,147.0,154.0,114.0,117.0,61.0,28.0,53.0,64.0,71.0,60.0,58.0,75.0,68.0,53.0,30.0,22.0,9.0,17.0,9.0,9.0,13.0,16.0,12.0,17.0,11.0,4.0,248.0,265.0,298.0,295.0,278.0,311.0,303.0,292.0,246.0,113.0,30621454.0,63808851.0,31485493.0,54224807.0,103836516.0,70274088.0,87816902.0,55382037.0,62592165.0,17054025.0,good,excellent,good,excellent,excellent,excellent,excellent,excellent,excellent,good
191,10459,3.0,7.0,21.0,11.0,7.0,7.0,14.0,16.0,9.0,5.0,103.0,138.0,154.0,144.0,113.0,119.0,182.0,132.0,58.0,23.0,58.0,77.0,98.0,88.0,45.0,52.0,110.0,76.0,47.0,21.0,7.0,7.0,8.0,22.0,7.0,2.0,6.0,12.0,1.0,1.0,185.0,214.0,222.0,244.0,181.0,170.0,242.0,197.0,87.0,73.0,7628844.0,35702725.0,83349586.0,35464449.0,27003009.0,31793610.0,30288598.0,33252519.0,21370914.0,9402636.0,fair,good,excellent,good,good,good,good,good,good,good
192,11420,3.0,1.0,1.0,2.0,4.0,1.0,3.0,,2.0,,27.0,25.0,23.0,22.0,33.0,39.0,80.0,65.0,21.0,13.0,22.0,26.0,21.0,25.0,26.0,35.0,15.0,22.0,9.0,10.0,8.0,2.0,2.0,2.0,3.0,6.0,2.0,4.0,,,52.0,67.0,50.0,58.0,90.0,70.0,103.0,89.0,35.0,19.0,2499361.0,13729672.0,2741679.0,4082757.0,4690868.0,6432546.0,5887939.0,6807971.0,2799979.0,765698.0,poor,fair,poor,poor,poor,poor,poor,poor,poor,poor
193,11215,7.0,10.0,21.0,23.0,19.0,23.0,29.0,20.0,16.0,10.0,205.0,234.0,248.0,271.0,271.0,294.0,430.0,288.0,133.0,62.0,126.0,112.0,138.0,120.0,145.0,145.0,187.0,153.0,87.0,47.0,17.0,25.0,16.0,14.0,28.0,32.0,87.0,22.0,12.0,6.0,392.0,402.0,461.0,460.0,468.0,543.0,658.0,503.0,232.0,124.0,33223539.0,31076896.0,51720048.0,58500030.0,53322243.0,55254269.0,74159940.0,81160834.0,34702397.0,49092781.0,excellent,good,excellent,excellent,excellent,good,excellent,excellent,good,excellent
194,10006,64.0,73.0,106.0,150.0,202.0,215.0,166.0,119.0,152.0,88.0,98.0,107.0,141.0,118.0,173.0,153.0,155.0,116.0,102.0,62.0,25.0,30.0,48.0,59.0,93.0,89.0,72.0,54.0,45.0,13.0,14.0,14.0,27.0,15.0,22.0,24.0,25.0,19.0,14.0,15.0,203.0,216.0,294.0,314.0,410.0,453.0,340.0,316.0,254.0,153.0,72077831.0,49464196.0,73984096.0,85275517.0,145303488.0,272380202.0,99981527.0,84590035.0,80776023.0,69054228.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
195,11371,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,5.0,2.0,4.0,13.0,12.0,8.0,13.0,22.0,18.0,17.0,8.0,2.0,5.0,18.0,13.0,8.0,14.0,23.0,7.0,3.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,,,10.0,19.0,24.0,15.0,23.0,31.0,41.0,21.0,12.0,4.0,967670.0,2916497.0,12725314.0,1476489.0,5189213.0,12121049.0,4103663.0,714869.0,9375858.0,1610000.0,poor,poor,fair,poor,poor,fair,poor,poor,fair,poor
196,10021,69.0,95.0,115.0,149.0,123.0,118.0,122.0,86.0,91.0,58.0,408.0,540.0,522.0,564.0,529.0,456.0,514.0,393.0,209.0,103.0,193.0,199.0,226.0,218.0,228.0,228.0,211.0,182.0,160.0,92.0,48.0,60.0,48.0,58.0,63.0,42.0,58.0,45.0,39.0,23.0,821.0,1002.0,1032.0,1044.0,1092.0,1005.0,998.0,818.0,656.0,355.0,136911175.0,149717129.0,203248732.0,248183939.0,207246195.0,200235417.0,204282657.0,237043180.0,246242165.0,86519964.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
197,10465,5.0,1.0,1.0,7.0,15.0,15.0,14.0,7.0,4.0,2.0,72.0,30.0,21.0,37.0,54.0,81.0,72.0,74.0,12.0,10.0,30.0,26.0,32.0,46.0,58.0,42.0,70.0,48.0,9.0,5.0,3.0,2.0,3.0,6.0,2.0,8.0,6.0,2.0,1.0,,105.0,59.0,40.0,70.0,86.0,124.0,97.0,106.0,20.0,14.0,10990782.0,11660922.0,2934672.0,3873233.0,5868895.0,8769864.0,7031294.0,13916992.0,22830554.0,2218578.0,fair,fair,poor,poor,poor,poor,poor,fair,good,poor
198,10153,151.0,224.0,215.0,282.0,254.0,253.0,236.0,238.0,157.0,114.0,264.0,312.0,308.0,365.0,325.0,322.0,288.0,306.0,143.0,97.0,95.0,115.0,106.0,166.0,123.0,131.0,122.0,127.0,74.0,55.0,77.0,91.0,86.0,86.0,68.0,51.0,74.0,61.0,51.0,33.0,609.0,681.0,665.0,808.0,796.0,741.0,724.0,723.0,468.0,301.0,105472444.0,130902024.0,205165376.0,189435636.98,176189468.0,194680286.0,202312599.0,170746800.0,220779174.0,82726165.0,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent,excellent
