boro,boro_name,postcode,10_11growth,10_11_cat,11_12growth,11_12_cat,12_13growth,12_13_cat,13_14growth,13_14_cat,14_15growth,14_15_cat,15_16growth,15_16_cat,16_17growth,16_17_cat,17_18growth,17_18_cat
5,Staten Island,10303,-0.017937024931972446,fair,0.0030536589771477138,poor,-0.031968558387151944,poor,0.027848007804869106,poor,0.042845114915245695,poor,0.053168035539317655,poor,0.05106589246954994,fair,0.11182930739782164,good
4,Queens,11430,-0.005978831571295483,fair,0.005711585966293509,fair,-0.013682417879401783,poor,-0.009103326182646731,poor,0.14172671996521977,excellent,0.12204115451561194,good,0.07037238651181872,good,0.06297051463520513,poor
3,Brooklyn,11213,-0.05198117157624835,poor,0.0488545392807308,excellent,0.020688244940200304,good,0.17379949665950564,excellent,0.13169050535580204,excellent,0.21360618262893963,excellent,0.16603498874643524,excellent,0.18700310432026718,excellent
3,Brooklyn,11233,-0.023308542597927966,poor,-0.010457697291753955,poor,0.02959853630861965,good,0.07862105318148048,excellent,0.12144411522725158,excellent,0.18799839059648948,excellent,0.21026538694658303,excellent,0.18220387598087098,excellent
4,Queens,11411,0.010672399318501993,fair,0.037170473025463696,good,0.0050670006642999695,fair,0.021063057452208184,poor,0.06620747042065353,fair,0.05652252868987422,poor,0.029755971913643278,poor,0.08252838512039753,poor
4,Queens,11691,-0.013697793273791836,fair,0.018350903176395074,fair,-0.08581588870559462,poor,0.018164540537095344,poor,0.034952357995327726,poor,0.1773886817250268,excellent,0.03252024790322096,poor,0.09641475011545464,fair
1,Manhattan,10016,0.18751632277726568,excellent,0.020698030426100262,fair,0.019181881740346296,good,0.04967688664343568,good,0.06851925921956266,fair,0.06504119383735453,poor,0.05957625695688401,fair,0.07382929259452345,poor
3,Brooklyn,11239,0.014274994849112242,fair,0.0048274695724456335,poor,-0.009304785098261908,poor,0.03576108403050241,fair,0.036244675501947946,poor,0.18619802016985648,excellent,0.29745329055109454,excellent,0.1303198244222315,excellent
4,Queens,11367,0.05636662165062967,good,0.041585909234668504,good,0.019345691799782863,good,0.058718584118251434,good,0.07874375198797792,good,0.12281374453088993,good,0.0318943779856162,poor,0.12749138445788094,good
5,Staten Island,10309,0.07106336505090032,excellent,0.007869276624459047,fair,0.0038512489311005064,fair,0.037780373663986275,fair,0.0614157046057286,fair,0.031818423094951476,poor,0.04855259553735542,fair,0.09277321502816414,fair
2,Bronx,10463,0.021736254082410592,good,0.03406390475278081,good,0.009250836588378135,fair,0.030403458529244493,fair,0.058890294490107443,poor,0.10262498861987636,fair,0.07439003764753295,good,0.0846187192883453,poor
3,Brooklyn,11228,0.01682604423437044,good,0.05326696712894165,excellent,0.02104163806400484,good,0.07476544741254787,excellent,0.0746969120257411,fair,0.1233561243635558,good,0.1127653329645658,good,0.10303998555864481,fair
5,Staten Island,10314,0.008247107757246427,fair,0.015037082106127034,fair,-0.010560478683773172,poor,0.018131173295754914,poor,0.08015757453047748,good,0.04518100752310604,poor,0.0619703498225203,fair,0.11104376787981614,good
5,Staten Island,10307,0.01562885829081249,fair,0.017035395447432208,fair,-0.013547860205718649,poor,0.040981556168211745,fair,0.05434886709984136,poor,0.056598156921057796,poor,0.03967808815476245,poor,0.09048256382462176,fair
1,Manhattan,10001,0.21309493956675393,excellent,0.026321284006049692,good,0.00984193285569878,fair,0.0991185380802886,excellent,0.09405702902641641,good,0.10888978670256634,good,0.054327413491981155,fair,0.13582624282201025,excellent
1,Manhattan,10040,0.10647093649036163,excellent,-0.011813310058865475,poor,0.02298551803713536,good,0.07658437705968077,excellent,0.11874603821461857,excellent,0.05798516817344149,poor,0.101989929184889,good,0.11735840973064002,good
4,Queens,11369,-0.06606505042168424,poor,-0.001318171640274083,poor,-0.002466434662699902,fair,0.06375861493471333,good,0.09847807326490202,excellent,0.13812113490486158,good,0.047126467957744125,poor,0.15253734994647367,excellent
1,Manhattan,10006,0.2979615445785238,excellent,-0.07263386638049171,poor,-0.021712553772388718,poor,0.09386599798807639,excellent,0.07802717259858544,fair,0.08750560872489846,fair,0.06263087176631779,fair,0.04477964866904981,poor
2,Bronx,10453,0.03720748444756753,good,0.13147303215792347,excellent,0.0052233707435868915,fair,0.025471116945453016,poor,0.06708788865045562,fair,0.05696251197523791,poor,0.11178310963033355,good,0.1001578617596655,fair
1,Manhattan,10009,0.1378734760317956,excellent,0.03340415489702731,good,0.05832158249334454,excellent,0.06435205027282936,good,0.10975944416999385,excellent,0.0932295782091759,fair,0.08731234983021154,good,0.10164741166320827,fair
2,Bronx,10460,-0.03550726393998353,poor,0.0648473456368025,excellent,0.0280488501732139,good,0.023574251822995045,poor,0.047823192030113745,poor,0.061151774877128875,poor,0.1196801062880467,excellent,0.10747927425157378,fair
1,Manhattan,10038,0.05003467769988554,good,0.03202611422372179,good,0.017672973223326734,good,0.034050308685433135,fair,0.06551214906290644,fair,0.09047962858050973,fair,0.12367052661169943,excellent,0.12225056184665606,good
1,Manhattan,10065,0.11793518597877675,excellent,-0.015489718988240541,poor,0.03164786400243411,good,0.047314085889594716,fair,0.06780005047022891,fair,0.07706041844705595,poor,0.036840397812815395,poor,0.030862926003073488,poor
1,Manhattan,10017,0.09128340034729754,excellent,-0.07293032378001615,poor,0.020143832337249055,good,0.03829092715943439,fair,0.04921730356432845,poor,0.09325316093137413,fair,0.018947399444242733,poor,0.07250314872685873,poor
4,Queens,11434,-0.020969010078921026,poor,0.017444941454074485,fair,0.015429122025152613,good,0.03009775001147108,fair,0.07822908168870701,fair,0.09694440062305083,fair,0.041114696780019055,poor,0.09464370084498241,fair
4,Queens,11436,-0.039765971864813246,poor,-0.015903911600667866,poor,0.0027281711045039417,fair,0.04300012038267506,fair,0.11825282250084909,excellent,0.10101894634701324,fair,0.019401381014868112,poor,0.09491540851317076,fair
4,Queens,11357,0.051668256560288124,good,0.014031795690348745,fair,-0.003476945927026866,fair,0.05024736337993125,good,0.0807790608405544,good,0.11035705186482951,good,0.040727895736325286,poor,0.0979082405653011,fair
2,Bronx,10470,-0.01802519325955363,fair,0.005888565700003223,fair,-0.0034576924357590843,fair,0.00917729257214195,poor,0.054960100166087655,poor,0.05728085575033311,poor,0.06026497444398435,fair,0.07984561107085668,poor
3,Brooklyn,11205,0.01423382050734489,fair,0.049288292233761924,excellent,0.041981073959248515,excellent,0.09124228518680462,excellent,0.12143696748715875,excellent,0.2455130455535763,excellent,0.16872011430565742,excellent,0.14639986854577258,excellent
5,Staten Island,10306,0.014018678543673287,fair,0.0010743362793980003,poor,-0.09242998964271208,poor,0.06799313889225689,good,0.03586175562872589,poor,0.09145726809750453,fair,0.06597099987489143,fair,0.12396156691184605,good
1,Manhattan,10024,0.15245492423223972,excellent,0.044429909657896685,excellent,0.02695708297431935,good,0.0451237848536761,fair,0.08043030824165506,good,0.1069841611653004,good,0.06404793800627072,fair,0.09061448039785659,fair
3,Brooklyn,11212,-0.08391108772337126,poor,-0.07897010619580665,poor,0.034027070530826764,excellent,2.3418081085794135E-4,poor,0.06907365268102987,fair,0.07922112533459695,poor,0.10346039473055213,good,0.10984755944974543,good
4,Queens,11363,0.03504232701622108,good,0.01226294724140803,fair,-0.020683323986840335,poor,0.031118169144699732,fair,0.07264925488787018,fair,0.14938584480235115,excellent,-0.018173638201299386,poor,0.06299988924817433,poor
5,Staten Island,10312,0.02163897136050674,good,0.015766123778051935,fair,-0.006564308838498652,poor,0.028241038230514277,poor,0.0658113137737132,fair,0.040032927289683135,poor,0.04481545231151536,poor,0.10581717903631743,fair
3,Brooklyn,11211,-0.022832983328572636,poor,0.11022645343086862,excellent,0.052249482572954364,excellent,0.10102473950393497,excellent,0.1449215879626513,excellent,0.1925969214388005,excellent,0.19506540097909125,excellent,0.131206433828735,excellent
1,Manhattan,10033,0.08583458678208469,excellent,0.041949212178591086,good,0.05317292434505584,excellent,0.08296499562411404,excellent,0.0767090749367901,fair,0.11839792737697118,good,0.10089535944096353,good,0.1401704764092756,excellent
2,Bronx,10465,0.01411084304100976,fair,0.04025511844252016,good,3.297720866009629E-4,fair,-0.00866920206125289,poor,0.05844930059541432,poor,0.030714919813547983,poor,0.06159477005756439,fair,0.09978654563343693,fair
4,Queens,11375,0.058300145771987666,good,0.03149974987737508,good,0.015057305748821033,good,0.05575636960597821,good,0.1223210709818919,excellent,0.09435205970091734,fair,0.03420104616620414,poor,0.11652245228842625,good
1,Manhattan,10028,0.1438284415463835,excellent,-0.011100218414006185,poor,0.044841007600581795,excellent,0.059447348355769196,good,0.09570526806898288,good,0.07960486256347647,poor,0.058018102443382166,fair,0.052804455931967226,poor
2,Bronx,10451,0.0906391313167597,excellent,0.002661050356435318,poor,0.0583386204691978,excellent,0.06057652569333261,good,0.15327255164169118,excellent,0.10387182111110466,fair,0.06596312447654246,fair,0.17424621825699702,excellent
2,Bronx,10461,-0.03422365562375858,poor,0.04783949221097033,excellent,-0.009369271656410747,poor,-0.0033187846793415513,poor,0.06075415191166111,poor,0.042505721140332305,poor,0.08873112279106793,good,0.08616499924961414,poor
4,Queens,11104,0.055504278754288726,good,0.011099328840984884,fair,0.026763243461677466,good,0.07628370155010994,excellent,0.11466560995825294,excellent,0.1327826290787924,good,0.06506968910792577,fair,0.10376557908817274,fair
2,Bronx,10472,-0.09427516349505642,poor,0.055170114466191696,excellent,-0.011027824714682843,poor,0.0184609298169198,poor,0.03500665100284096,poor,0.06481427114027988,poor,0.1123088360342608,good,0.08878329689042912,poor
2,Bronx,10803,0.25054466230936817,excellent,0.18641114982578397,excellent,-0.0381791483113069,poor,-0.05801526717557252,poor,0.0,poor,-0.1507293354943274,poor,-0.15076335877862596,poor,0.4134831460674157,excellent
4,Queens,11001,0.007054985375487876,fair,0.010890325719411132,fair,0.0032330588761857017,fair,0.040852653550476986,fair,0.09136806177532097,good,0.08247044855408286,fair,0.0016945390457500731,poor,0.10320515417168594,fair
3,Brooklyn,11238,-0.0238351996430538,poor,0.09693397002759344,excellent,0.08331417123826801,excellent,0.14239620373782083,excellent,0.1280406441562516,excellent,0.23000035359971552,excellent,0.23303245245536197,excellent,0.19203301202042758,excellent
4,Queens,11105,0.06212640012140466,good,-0.0014050662522833639,poor,0.013043097786476719,good,0.0748502480212622,excellent,0.08875302712867288,good,0.11740707392642813,good,0.08532677318517419,good,0.11653377116368079,good
5,Staten Island,10304,-0.005643529052805606,fair,0.007400683117772322,fair,0.002336538790941283,fair,0.01645939285916376,poor,0.04723171687208987,poor,0.06688646475533097,poor,0.07016670509982778,good,0.1280230137790811,good
1,Manhattan,10004,0.11953461691320601,excellent,-0.036681270020445224,poor,0.015856369314613802,good,0.06418403763424232,good,0.046545874957409465,poor,0.11545505175372694,good,0.03596518297931368,poor,-7.141556516565307E-4,poor
1,Manhattan,10039,1.2637480661985478,excellent,0.13320959607122201,excellent,0.08193967687983329,excellent,0.03628981376566955,fair,0.08508335753124267,good,0.0874813237451678,fair,0.10679923526426946,good,0.11048100846403383,good
4,Queens,11692,0.018407681515445008,good,-3.746274735813711E-5,poor,-0.1555708056176634,poor,0.01386200870043048,poor,0.12115425699576947,excellent,0.25954317601962235,excellent,0.08786851882844436,good,0.10196104885756063,fair
2,Bronx,10456,0.03204079736054831,good,0.05856285574017622,excellent,0.05979445415026232,excellent,0.029398177220264533,fair,0.06014946813830217,poor,0.10674455041850738,good,0.05980374288461091,fair,0.12081754168591419,good
2,Bronx,10452,0.05537726098701861,good,0.017001434482601507,fair,0.026025813043820314,good,0.04059490510493582,fair,0.08808652965500564,good,0.07469435185350898,poor,0.06609514189108737,fair,0.1351882576953606,excellent
3,Brooklyn,11209,0.0189585526612143,good,0.06700778051927302,excellent,0.02425188575416514,good,0.07680484956501517,excellent,0.06489948249892998,fair,0.1293278121112192,good,0.11324424672466386,good,0.1017544722733353,fair
3,Brooklyn,11220,-0.018513127831653414,poor,0.09686535351628874,excellent,0.028947348860448092,good,0.08043652511575929,excellent,0.06992380106164388,fair,0.13332464986838372,good,0.12723430605958577,excellent,0.13390991698345722,excellent
1,Manhattan,10037,0.009317057046906578,fair,-0.03424453559829143,poor,0.05667439479851437,excellent,0.13929818950746933,excellent,0.079624596612898,good,0.16674399878997595,excellent,0.17356344413960728,excellent,0.12438226335498526,good
4,Queens,11354,0.0408780745693358,good,0.024295142637567328,good,0.006778016280423203,fair,0.02795020811371357,poor,0.07812939618505642,fair,0.09648945728218444,fair,0.06760696918203074,fair,0.3161560309883874,excellent
4,Queens,11428,-0.010394089263810465,fair,0.009300445289353603,fair,-0.006896150074974105,poor,0.039698928826315164,fair,0.10018694417062633,excellent,0.08558366625612103,fair,0.04164979421791852,poor,0.12676326329796234,good
2,Bronx,10475,-0.03165785133374437,poor,0.03782932919536115,good,-0.022307903378888255,poor,-0.015790412654290067,poor,0.058496084856094546,poor,0.07587407920749907,poor,0.06704652134901191,fair,0.05301412553524587,poor
4,Queens,11372,0.025983570868610296,good,0.060821438919939595,excellent,0.007521117549715004,fair,0.061274912865662376,good,0.08306389331027723,good,0.16054900006804873,excellent,0.09711309408211365,good,0.09997298745553032,fair
4,Queens,11417,-0.036849075766431205,poor,0.011775756336550858,fair,0.010303029565561546,fair,0.026682221163518892,poor,0.09582064420789117,good,0.10077792249808139,fair,0.03979881760607055,poor,0.0861436550319419,poor
2,Bronx,10467,-0.047091528809674654,poor,0.06410540474208304,excellent,0.03127337846502142,good,0.012071670335756181,poor,0.06871910080825332,fair,0.10923484651833815,good,0.08031462348885922,good,0.08357160751897846,poor
1,Manhattan,10021,0.11345781202365486,excellent,-0.006735458645985816,poor,0.022675444819114092,good,0.03351482438368655,fair,0.0576223170286401,poor,0.10156767714918237,fair,0.04979058040359518,fair,0.043037056263756375,poor
1,Manhattan,12345,-0.5878787878787879,poor,-0.20955882352941177,poor,-0.002325581395348837,fair,0.030303030303030304,fair,0.17647058823529413,excellent,-0.0057692307692307696,poor,0.2495164410058027,excellent,0.14860681114551083,excellent
4,Queens,11697,0.0533452017165827,good,0.0370264459615431,good,-0.23278364660242723,poor,0.06646938072916461,good,1.7475371777817304E-4,poor,0.18543330889390114,excellent,0.08730247949111414,good,0.1430187174078057,excellent
3,Brooklyn,11203,-0.02737782126884935,poor,4.07646728922799E-4,poor,0.0021163638544903452,fair,0.04828709420462498,good,0.05229197503035686,poor,0.10755967783724671,good,0.10295972448818398,good,0.12472120431288428,good
4,Queens,11364,0.05988833824869259,good,0.014137409410808967,fair,0.009505081168821443,fair,0.04078527401413898,fair,0.08278906091972879,good,0.1018295917210314,fair,0.04403551118765367,poor,0.09653925269365696,fair
4,Queens,11374,0.07117367322366905,excellent,0.040185435101801864,good,0.019666104162720875,good,0.04390621262671421,fair,0.14021390168906053,excellent,0.08952390451186779,fair,0.06439292311265568,fair,0.08399883609380862,poor
1,Manhattan,10027,-0.006745159139028485,fair,-0.05173485732571792,poor,0.06913906819979831,excellent,0.06463634631803582,good,0.14765914098857016,excellent,0.22166461465750806,excellent,0.20355603428445815,excellent,0.12732013006898923,good
1,Manhattan,10032,0.14778979754229665,excellent,0.02277242792121571,good,0.07840494642342492,excellent,0.07599447466715749,excellent,0.1375951667922722,excellent,0.12585689001333075,good,0.15561298692693465,excellent,0.13708457430673515,excellent
4,Queens,11414,0.03446237208807408,good,0.014406808534443536,fair,-0.173119963395448,poor,0.02317328203815296,poor,0.02223893258055407,poor,0.19384789144062417,excellent,0.060178628606649014,fair,0.07783846659614449,poor
3,Brooklyn,11206,0.0013913538783249069,fair,0.04269839329383798,good,-0.04074864292276174,poor,0.08352686771528346,excellent,0.1366630152376932,excellent,0.1993491477659356,excellent,0.2011554687495779,excellent,0.14316004144688135,excellent
4,Queens,11421,-0.06472167342130762,poor,-0.0055488361117041985,poor,0.003213668677748924,fair,0.05437696103553731,good,0.10923609369295022,excellent,0.12417624590596454,good,0.08941210883651599,good,0.11139523428001163,good
1,Manhattan,10022,0.09927908915088626,excellent,-0.044365174179866684,poor,0.014824013945947939,good,0.037833746209427456,fair,0.09541009545108567,good,0.08382289917955271,fair,0.05114607742108238,fair,0.06317724430716248,poor
4,Queens,11694,0.031178281793012217,good,0.039219186007186116,good,-0.22564777926177731,poor,0.11559530660487397,excellent,0.026402172317703997,poor,0.08047998063408482,poor,0.13889765205571117,excellent,0.11746124874658427,good
2,Bronx,10458,0.014597397450929295,fair,0.011280943950126833,fair,0.009718715997305496,fair,0.035190353755302835,fair,0.09073731586261796,good,0.10316737655854032,fair,0.11197727925486017,good,0.1193501202356117,good
3,Brooklyn,11208,-0.06060936120831851,poor,-0.040824333920114385,poor,-0.008308226995186387,poor,0.023484875737050263,poor,0.06362546667860192,fair,0.11870794741301734,good,0.11936705361742703,good,0.13365902316637943,excellent
3,Brooklyn,11234,0.007860666517402365,fair,0.024441909424455982,good,-0.06253473328033309,poor,0.032468418031763625,fair,0.02484591382152964,poor,0.14801814368755975,excellent,0.09721752920384431,good,0.07913595481696785,poor
4,Queens,11365,0.06904324330048482,excellent,0.029940398227350833,good,0.015951408996917715,good,0.04301248670459289,fair,0.0881301907260108,good,0.10177150963732147,fair,0.03370595794306237,poor,0.10402605942204754,fair
4,Queens,11366,0.0478343425036541,good,0.03238065529419856,good,0.01794384660585967,good,0.0489673263707278,good,0.08395658008245972,good,0.11207259387700766,good,0.048386606816695814,fair,0.1069284420511723,fair
4,Queens,11693,0.024944246358290654,good,0.005215457847858281,fair,-0.19661400196672765,poor,0.052515775914876626,good,0.014631357879098318,poor,0.15949514249080898,excellent,0.09791212459416634,good,0.09724293830086571,fair
1,Manhattan,10014,0.16520313993325333,excellent,0.05981824830749771,excellent,0.024574365297672072,good,0.12569628264761293,excellent,0.07405701850549255,fair,0.12768192264028602,good,0.06846839225629205,fair,0.10526097245726591,fair
4,Queens,11102,0.05502828331853283,good,0.03023696063994394,good,-0.014162180076576523,poor,0.061397580460222985,good,0.11840069063067858,excellent,0.12041529106783397,good,0.12531529526312024,excellent,0.10792269603973828,fair
3,Brooklyn,11237,0.004687199878572184,fair,0.004865974139639964,poor,-0.027047092166207837,poor,0.0170799241517736,poor,0.1722441143449846,excellent,0.22078522967358477,excellent,0.20100277604128555,excellent,0.1421733484870226,excellent
2,Bronx,10474,-0.052786070200721076,poor,0.00840187352502837,fair,0.04045727266138813,excellent,0.04665887487394832,fair,0.09634119387689209,good,0.06950510960112982,poor,0.01376574634223814,poor,0.12469388245233476,good
4,Queens,11432,-0.006030262523960124,fair,0.009957019362845411,fair,0.013131122214491702,good,0.06179897878898219,good,0.10631494475670789,excellent,0.12569373333845657,good,0.0424732126454585,poor,0.10234778026902382,fair
1,Manhattan,10282,0.0773836549295552,excellent,0.019673851919847538,fair,0.13646949355080912,excellent,0.07416878229418092,excellent,0.11239505989054883,excellent,0.09201827797782694,fair,0.09584214653108575,good,-0.0020084895574229316,poor
1,Manhattan,10013,0.0895144174446007,excellent,0.010736877190725842,fair,0.039481171597317906,excellent,0.11808496096623149,excellent,0.1047217446121351,excellent,0.10362109419073359,fair,0.08478304416618933,good,0.13194697671971262,excellent
1,Manhattan,10029,0.13466525032694854,excellent,0.006369756189355694,fair,0.025017796143295985,good,0.05195649572907113,good,0.13372431877686958,excellent,0.10928874549412541,good,0.10447281674152503,good,0.11750600100693927,good
4,Queens,11422,-0.010280227133522144,fair,0.02384333615332344,good,-0.05401529611002052,poor,0.024975206636674414,poor,0.06090278177275342,fair,0.14771887093073185,excellent,0.033229226772844025,poor,0.09730735371895653,fair
2,Bronx,10466,-0.017896213464520732,fair,0.015597917118485327,fair,-3.171054134155405E-4,fair,-0.0015797860503315633,poor,0.07581033623498853,fair,0.05753977105173848,poor,0.06180994179395066,fair,0.08830016019421276,poor
3,Brooklyn,11214,0.019747862340641728,good,0.05556261650518266,excellent,-0.028625117550682515,poor,0.0595302372302421,good,0.06616648569383507,fair,0.1548414639931524,excellent,0.1542205271559402,excellent,0.11673902289473832,good
4,Queens,11412,-0.037509677725277565,poor,0.026577306842203254,good,0.027785535062547558,good,0.04430817109315208,fair,0.0860866152327157,good,0.08329278596933797,fair,0.015990929863301445,poor,0.09228385694319806,fair
1,Manhattan,10003,0.16731448642807342,excellent,0.07306250660004707,excellent,0.05523567050431777,excellent,0.06318110629490284,good,0.09090910753667812,good,0.103857509347446,fair,0.05889001345980418,fair,0.08017418556269018,poor
1,Manhattan,10036,0.08150607403631094,excellent,1.4237433080916557,excellent,0.20973849734133918,excellent,0.17467425788769894,excellent,0.08298938101787823,good,0.12878189731159623,good,0.026834289882182255,poor,0.10582692327573433,fair
4,Queens,11362,0.05731861841921446,good,0.028828918648132067,good,0.004220619120698965,fair,0.049937565875287186,good,0.07817440697136697,fair,0.08453326591653566,fair,0.03825772537951239,poor,0.07926896919863835,poor
