postcode,avg_growth,per_25,per_50,per_75,categorization
11249,0.2853149888541515,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11354,0.2632505401121272,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11101,0.25703302218613533,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10039,0.251483331301342,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11238,0.1827217635682081,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11201,0.1543184460544505,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11205,0.1499785157388347,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11222,0.14970528361140104,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11239,0.14700196120512302,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11216,0.13975435186076843,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10037,0.13804073112783707,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10011,0.13646951055952744,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10454,0.13512987479980212,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10010,0.13407540466631648,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11231,0.13362300618026776,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11211,0.13301088449380008,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11206,0.13299164032092503,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10036,0.13120443496240214,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10451,0.12831868445152272,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10032,0.1261960270174591,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11217,0.12537623778640147,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11221,0.1238459066574327,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11213,0.12334716150304792,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10027,0.12003157064463753,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10018,0.11763269609988951,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10455,0.11181729500108144,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10007,0.11117274226115634,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11215,0.10932707547973601,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11225,0.10903716638643716,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10001,0.10900680856587262,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10013,0.1086105054540402,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11233,0.10726901841518621,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11237,0.1052921726420204,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10006,0.10365762461900817,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10012,0.10165955508151171,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10009,0.09996458981876859,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10002,0.09937405589077208,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10031,0.09880376037488846,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10033,0.09785084388534022,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10003,0.09779132401392915,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10014,0.09742625123032185,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10026,0.09548144736664914,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10162,0.0952559949610849,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11232,0.09451878820746076,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10029,0.09343972194811129,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
10030,0.0912540806721519,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11219,0.09099931258622562,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11220,0.08953306899419924,0.04738147434972994,0.06482979314614246,0.08953306899419924,excellent
11226,0.08915280638924222,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11102,0.08839546963849358,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11218,0.08653813252205511,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11692,0.08601884337025936,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10034,0.08561577076411654,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11224,0.08511438532041593,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11230,0.08493775896087925,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10038,0.0811707395151203,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10456,0.08021475522456309,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10452,0.07934414434357129,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10457,0.07924341745788133,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10025,0.07851991310749559,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11104,0.07827033586351091,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11372,0.07745379297743131,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11223,0.07743077753954439,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11235,0.07711448219100274,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10069,0.07696019620729704,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10024,0.07679252362920248,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11106,0.07666791879819658,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11214,0.07619323899527612,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11204,0.07565951220428287,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11209,0.0753726743719979,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10460,0.07432532252445467,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11377,0.07429466620658189,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11228,0.07339592236724422,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11374,0.07279438048579169,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10458,0.07257199954230699,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10040,0.07238416628678652,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10035,0.07219109892973498,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10468,0.07199965366512431,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10016,0.0719796587833132,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11103,0.07126608023474926,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11251,0.07071681566082146,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11207,0.07069332100818167,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10005,0.07001532622157877,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10019,0.0696843671022934,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11105,0.06964979331923499,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11385,0.06914226334639323,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10459,0.06803069495860416,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11373,0.06766146281902391,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11375,0.06735083030297055,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11367,0.06723600313382268,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11355,0.06692823132775201,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10028,0.06669035652204253,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
11415,0.06495882464174,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10075,0.06489101240643101,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10462,0.06482979314614246,0.04738147434972994,0.06482979314614246,0.08953306899419924,good
10023,0.06479278938410508,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11378,0.06414483582629639,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11109,0.06322545281898041,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11368,0.06274235435499692,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11229,0.06272297961366186,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11366,0.06234545761196107,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11365,0.06210955480780581,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10453,0.06199440391044589,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10304,0.06143563214946779,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10280,0.061123470090520285,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11356,0.06094663852587077,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11358,0.06089635560749663,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11370,0.06069632064920681,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11371,0.060385232638363776,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10309,0.060336845124215825,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11432,0.059052535120667014,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11361,0.05878048107951066,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11210,0.05859076340570521,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10128,0.05760906833392851,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11357,0.057493922919053565,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10022,0.0571623150525169,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11379,0.05686331684410813,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10803,0.05659398105534187,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10463,0.056390014606397074,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11242,0.05607107322111912,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11364,0.05575082284704852,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10467,0.055696806836722124,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11369,0.05514777290225856,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11418,0.0536150339160845,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11362,0.053274916738871574,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11435,0.05287364620818673,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11421,0.05274953541506695,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10021,0.05229430166640736,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11203,0.05225506988028587,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10473,0.05203046091145648,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11697,0.05159581220528274,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10282,0.05116733606805548,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10471,0.05110856452489327,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10312,0.05110605028090502,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11360,0.050574551524406895,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11040,0.05033408608453291,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10065,0.04945891945123991,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11428,0.04881177919458956,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11426,0.048332622846412016,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
10314,0.047842820491116066,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11004,0.04757785534278009,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11416,0.04738147434972994,0.04738147434972994,0.06482979314614246,0.08953306899419924,fair
11427,0.04703168025179834,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10307,0.0468905524148669,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11430,0.04675722324510063,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11433,0.046667128722878704,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11434,0.04573305844888825,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11429,0.045559727580240385,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10004,0.0455126239314159,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11208,0.04534010590080879,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11423,0.04531283093703889,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10301,0.045196659510451855,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11234,0.044051650299434156,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10474,0.04345820207719324,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10302,0.043240964600078334,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10305,0.043077287892476036,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11001,0.042467193283586425,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11412,0.042433320169501736,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11413,0.042401676411781,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10306,0.042103297168929986,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11417,0.04208223605725198,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11691,0.04198957876614624,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11422,0.04138909411900856,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11363,0.040679814394262846,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11419,0.04067778555944109,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11420,0.040617730525350504,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11436,0.04053677306234318,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10308,0.040396472880394184,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10017,0.03970801773861778,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11694,0.0395459934966947,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10465,0.03904163027711195,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10310,0.03884096737199385,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11411,0.038644383216496964,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10472,0.03761140218060586,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11236,0.037144229198697275,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10466,0.03709476450237469,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10469,0.03691778606961082,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10461,0.03616874938092248,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10303,0.033955701433790654,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11212,0.032356465623307115,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11414,0.0318995040067782,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11693,0.031786101508939985,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10475,0.031490344594024916,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10470,0.030994429311979595,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
11005,0.02811226528475588,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10464,0.02546133216616056,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
10044,0.019946593762197984,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
12345,-0.025079444110392667,0.04738147434972994,0.06482979314614246,0.08953306899419924,poor
